Genre,ResolvedTrackCount,TSOccurrenceCount,ArtistOccurrenceCount
dark rock,5,4,1
sudanese hip hop,5,4,1
kabarett,5,3,4
microhouse,5,2,9
jovem guarda,5,2,5
dmv rap,5,1,10
dream trance,5,1,10
oi,5,1,8
rubby perez,5,0,55
lukas graham,5,0,52
japan pop,5,0,47
urban blues,5,0,47
modern laiko,5,0,44
jump blues,5,0,43
need cleanup,5,0,40
tidy,5,0,38
anxious,5,0,33
south africa,5,0,33
dinamo,5,0,32
neighbours,5,0,30
comedy hip hop,5,0,27
dark psytrance,5,0,26
la luz,5,0,26
paisa,5,0,26
heavenly voice,5,0,25
stell,5,0,25
stelljun,5,0,25
anarcho-punk,5,0,24
clean,5,0,23
horbuchserie,5,0,23
mumm der kopflose,5,0,23
super,5,0,23
simon and,5,0,22
collective pseudonym,5,0,21
forest psytrance,5,0,20
anthony newman,5,0,17
electronicore,5,0,17
fuzz pop,5,0,17
james levine,5,0,17
loren maazel,5,0,17
pittsburgh symphony orchestra,5,0,17
funk-rock,5,0,16
wu fam,5,0,16
3a46633b-26ed-4418-a029-ab77de3ccfae,5,0,15
60th anniversary,5,0,15
ace of base,5,0,15
anarchiste,5,0,15
andrews sisters,5,0,15
monaco,5,0,15
monegasque,5,0,15
punk-rock,5,0,15
no doubt,5,0,14
rodrigo interpreta a rodrigo,5,0,14
ara music,5,0,13
gothenburg,5,0,13
electric texas blues,5,0,12
hollywood records,5,0,12
murdered,5,0,12
noah cyrus,5,0,12
observational comedy,5,0,12
peace,5,0,12
surreal humour,5,0,12
bexleyheath,5,0,11
kent,5,0,11
nerd rock,5,0,11
nihilism,5,0,11
pennsylvania,5,0,11
psychedelic rock music,5,0,11
vocal music,5,0,11
wuthering heights,5,0,11
appalachian folk,5,0,10
armenian,5,0,10
athens,5,0,10
christian metal,5,0,10
georgia,5,0,10
jeepster,5,0,10
mobb music,5,0,10
trio,5,0,10
austin city limits,5,0,9
italian classic,5,0,9
missing va releases,5,0,9
noisegrind,5,0,9
the voice,5,0,9
abdu kiar,5,0,8
addis ababa,5,0,8
amharic music,5,0,8
carnatic classical,5,0,8
conscious rap,5,0,8
crash,5,0,8
easycore,5,0,8
ethiopian music,5,0,8
ethiopian singer,5,0,8
folk music,5,0,8
hillsong,5,0,8
khiar,5,0,8
kids,5,0,8
kiyar,5,0,8
lata-mangeshkar,5,0,8
library music,5,0,8
lucy,5,0,8
melbourne shuffle,5,0,8
merkato sefere,5,0,8
minew shewa,5,0,8
play,5,0,8
post-baggy,5,0,8
san francisco,5,0,8
wips,5,0,8
freak folk,5,0,7
gen z,5,0,7
hijo de la luna,5,0,7
northern ireland,5,0,7
bad music,5,0,6
blackened thrash metal,5,0,6
c86,5,0,6
changes,5,0,6
death by liver failure,5,0,6
experimental jazz,5,0,6
faul,5,0,6
faul & wad,5,0,6
faul & wad ad,5,0,6
faulandwad,5,0,6
faulandwadad,5,0,6
faulmusic,5,0,6
game composer,5,0,6
gospel rap,5,0,6
latin freestyle,5,0,6
list,5,0,6
pnau,5,0,6
tour d amour,5,0,6
waltz,5,0,6
african traditions,5,0,5
al-qaysar,5,0,5
atlantic,5,0,5
bluegrass country alternative,5,0,5
christian lo-fi,5,0,5
contemporary bluegrass,5,0,5
en public,5,0,5
greenville,5,0,5
hair band,5,0,5
isle of wight,5,0,5
marketing lebsians,5,0,5
misanthropy,5,0,5
modinha,5,0,5
mongolian rock band,5,0,5
post-alternative,5,0,5
praise,5,0,5
pt,5,0,5
punkrock,5,0,5
ralph records,5,0,5
religious propaganda,5,0,5
russian techno,5,0,5
sardinia,5,0,5
saturday night live,5,0,5
serbian,5,0,5
spiritual,5,0,5
top 50,5,0,5
township bubblegum,5,0,5
tunisian hip hop,5,0,5
west african,5,0,5
zoblazo,5,0,5
القيصر,5,0,5
campursari,4,4,4
halloween,4,4,1
abstract beats,4,4,0
american contemporary classical,4,4,0
antiviral pop,4,4,0
arab groove,4,4,0
australian psych,4,4,0
balkan punk,4,4,0
brisbane hip hop,4,4,0
canto popular uruguayo,4,4,0
chanson humoristique,4,4,0
chicago indie,4,4,0
chihuahua indie,4,4,0
chinese jazz,4,4,0
classic french pop,4,4,0
classic polish pop,4,4,0
classical era,4,4,0
classify,4,4,0
countrygaze,4,4,0
cumbia amazonica,4,4,0
czech alternative rap,4,4,0
dancehall guyanaise,4,4,0
danseband,4,4,0
dark cabaret,4,4,0
dark clubbing,4,4,0
dutch singer-songwriter,4,4,0
early modern classical,4,4,0
ecm-style jazz,4,4,0
folclor afrocolombiano,4,4,0
french indie folk,4,4,0
gogeo,4,4,0
gotlandsk musik,4,4,0
groove room,4,4,0
guadalajara indie,4,4,0
gypsy punk,4,4,0
hamilton on indie,4,4,0
high vibe,4,4,0
hjemmesnekk,4,4,0
hokkien pop,4,4,0
hungarian underground rap,4,4,0
hyperpop italiano,4,4,0
indie dream pop,4,4,0
indonesian post-hardcore,4,4,0
instrumental funk,4,4,0
japanese ska,4,4,0
jazz cubano,4,4,0
jordanian alternative,4,4,0
kabyle,4,4,0
kentucky indie,4,4,0
kentucky roots,4,4,0
korean superband,4,4,0
latin classical,4,4,0
latin soundtrack,4,4,0
lds youth,4,4,0
liverpool indie,4,4,0
lo-fi product,4,4,0
macedonian pop,4,4,0
mande pop,4,4,0
memphis phonk,4,4,0
modern dream pop,4,4,0
musica para ninos,4,4,0
musique urbaine kinshasa,4,4,0
nashville singer-songwriter,4,4,0
noel quebecois,4,4,0
northern irish indie,4,4,0
nz electronic,4,4,0
pakistani electronic,4,4,0
palestinian alternative,4,4,0
peruvian hip hop,4,4,0
polish classical,4,4,0
polish indie rock,4,4,0
pop violin,4,4,0
popping,4,4,0
portuguese folk,4,4,0
punjabi lo-fi,4,4,0
rhode island rap,4,4,0
russian pop punk,4,4,0
scottish new wave,4,4,0
sda a cappella,4,4,0
sesotho hip hop,4,4,0
sesotho pop,4,4,0
ska espanol,4,4,0
ska jazz,4,4,0
slow game,4,4,0
small room,4,4,0
soviet synthpop,4,4,0
spanish punk,4,4,0
springfield mo indie,4,4,0
svensk progg,4,4,0
taiwanese indigenous music,4,4,0
tamazight,4,4,0
trance brasileiro,4,4,0
trap beats,4,4,0
tuna,4,4,0
uk dnb,4,4,0
uk reggae,4,4,0
ukrainian phonk,4,4,0
uwielbienie,4,4,0
uyghur pop,4,4,0
venezuelan indie,4,4,0
vintage cantonese pop,4,4,0
viral pop brasileiro,4,4,0
waiata maori,4,4,0
west bengali pop,4,4,0
old school bassline,4,3,9
western swing,4,3,2
digital hardcore,4,3,1
ghettotech,4,3,1
classic persian pop,4,2,2
microtonal,4,2,2
neo-traditional country,4,1,6
afrikaans pop,4,1,5
braindance,4,1,4
christian jazz,4,1,3
melodic power metal,4,1,3
persian rock,4,1,3
nekfeu,4,0,78
antifa,4,0,76
umk 2025,4,0,76
finnish singer,4,0,72
israeli,4,0,69
sm entertainment,4,0,59
nortena,4,0,56
finnish rap,4,0,53
israeli rap,4,0,50
korean music,4,0,50
nz,4,0,49
qi-western releases,4,0,43
brill building,4,0,41
politic rap,4,0,41
schottland,4,0,40
filmore,4,0,37
everlong,4,0,35
dsds,4,0,33
kr,4,0,33
alternative progressive,4,0,30
muse,4,0,30
pinoy,4,0,29
original,4,0,28
boyband,4,0,26
idols,4,0,26
music icons,4,0,26
punk jazz,4,0,25
#sb19,4,0,24
#sb19poprise,4,0,24
#sb19ppoprise,4,0,24
alab,4,0,24
all 5: dancers-choreographers,4,0,24
all 5: singers-songwriters,4,0,24
all 5:dancers-choreographers,4,0,24
atin,4,0,24
band ok but the fans suck,4,0,24
best group in ph,4,0,24
best male performer,4,0,24
choreographer,4,0,24
dont hate them,4,0,24
f this tag breaking shit,4,0,24
fashion model,4,0,24
freezer,4,0,24
future jazz,4,0,24
go up,4,0,24
handsome,4,0,24
haters not allowed duh,4,0,24
i love sb19,4,0,24
ihawan,4,0,24
josh,4,0,24
justin,4,0,24
justin de dios,4,0,24
kamaisan,4,0,24
ken,4,0,24
kentin,4,0,24
lit dancers,4,0,24
lit songs,4,0,24
nasejun,4,0,24
ot5,4,0,24
p-pop idols,4,0,24
poultry,4,0,24
ppop,4,0,24
rappers,4,0,24
rising pop,4,0,24
sb1,4,0,24
sb19,4,0,24
sb19 ppop idol,4,0,24
sejun,4,0,24
spam,4,0,24
stop breaking our rating mechanism,4,0,24
stop breaking our rating mechanism seriously,4,0,24
strawberry,4,0,24
support ppop,4,0,24
swag,4,0,24
sylvester,4,0,24
trending,4,0,24
unbreakable sb19,4,0,24
vocalists and dancers,4,0,24
why is there so many tags,4,0,24
world domination,4,0,24
you guys suck,4,0,24
young artist,4,0,24
에스비19,4,0,24
ethio-jazz,4,0,23
kids music,4,0,22
yuck,4,0,22
background vocalist,4,0,21
melbourne,4,0,21
urban folk,4,0,21
animals,4,0,20
becky hill,4,0,20
feel good,4,0,20
gecko,4,0,20
gecko (overdrive,4,0,20
martin garrix,4,0,20
michelle,4,0,20
oliver heldens,4,0,20
robin thicke,4,0,20
葉加瀬太郎,4,0,20
crossover jazz,4,0,19
2000s hong kong debut,4,0,18
canary islands,4,0,18
supremo,4,0,18
world pop,4,0,18
kolsch,4,0,17
osama,4,0,17
osama rapper,4,0,17
osama taiym,4,0,17
brown-eyed soul,4,0,16
designer graphique,4,0,16
graphic designer,4,0,16
ninja tune,4,0,16
tex-mex,4,0,16
audio engineer,4,0,15
biography,4,0,15
eerie,4,0,15
new york punk,4,0,15
alternative indy folk,4,0,14
barrel,4,0,14
clavieriste,4,0,14
italian orchestra,4,0,14
lebanese,4,0,14
tape music,4,0,14
electro-funk,4,0,13
esperanto,4,0,12
hong kong actress,4,0,12
jerk rap,4,0,12
speed garage,4,0,12
television composer,4,0,12
ethnic electronica,4,0,11
freakbeat,4,0,11
mid-school hip hop,4,0,11
stoner,4,0,11
80s pop,4,0,10
arabic classical music,4,0,10
egyptian music,4,0,10
iranian pop singers,4,0,10
crooners,4,0,9
ghana new artist,4,0,9
ghanaian singer,4,0,9
ghanaian top singer,4,0,9
sound engineer,4,0,9
vietnam,4,0,9
alternative hard rock,4,0,8
bollywood playback,4,0,8
death by sleeping pills,4,0,8
ingenieur du son,4,0,8
max,4,0,8
mil besos,4,0,8
monstercat,4,0,8
neoclassical metal,4,0,8
philly club,4,0,8
raggae,4,0,8
self-titled,4,0,8
ajab gazab,4,0,7
anti-religion,4,0,7
chigaco blues,4,0,7
country-rock,4,0,7
detroit blues,4,0,7
drone metal,4,0,7
fort apache sound,4,0,7
glasgow,4,0,7
houston sound,4,0,7
houston texas music,4,0,7
irvine,4,0,7
janet jackson escapade,4,0,7
janet-jackson,4,0,7
japan jam,4,0,7
melodic rock,4,0,7
pop rock brasil,4,0,7
powerful,4,0,7
rock brasil,4,0,7
samoan,4,0,7
sexy,4,0,7
software as artist,4,0,7
solo project,4,0,7
space age pop,4,0,7
the queen,4,0,7
weezer,4,0,7
गजल,4,0,7
72 meters,4,0,6
absolute music,4,0,6
acid breaks,4,0,6
adult orientated rock,4,0,6
ambient music,4,0,6
country singer,4,0,6
gui la testa,4,0,6
hereford,4,0,6
italian conductor,4,0,6
lebanon,4,0,6
led zeppelin,4,0,6
nation,4,0,6
persistence,4,0,6
person,4,0,6
rasta,4,0,6
spaghetti western,4,0,6
the scarlet and the black,4,0,6
zoo,4,0,6
add serie,4,0,5
amadeus quartet & emil gilels,4,0,5
bad,4,0,5
belgian singer,4,0,5
burmese stereo,4,0,5
businesspeople,4,0,5
electro rock,4,0,5
elevator,4,0,5
from vkei to non-vkei,4,0,5
grateful dead,4,0,5
grateful dead berkley,4,0,5
hanoi,4,0,5
legends,4,0,5
multiple countries,4,0,5
musikproduzent,4,0,5
progressive death metal,4,0,5
record producer,4,0,5
singstimme,4,0,5
smurf music,4,0,5
space rock revival,4,0,5
technical death metal,4,0,5
thank you,4,0,5
tramp pa en smurf,4,0,5
us power metal,4,0,5
ai generated,4,0,4
anti-christian,4,0,4
balasevic,4,0,4
balearic trance,4,0,4
balkan,4,0,4
cast,4,0,4
christian liturgical music,4,0,4
cleaned up,4,0,4
desert blues,4,0,4
drum & bass,4,0,4
estonian composer,4,0,4
eurovision 2026,4,0,4
garage jazz,4,0,4
gumbe,4,0,4
holy hip hop,4,0,4
kazakh,4,0,4
lambada,4,0,4
lemures & legends selected,4,0,4
lied,4,0,4
lieder,4,0,4
life,4,0,4
lirics,4,0,4
luxembourg,4,0,4
maskanda,4,0,4
media composer,4,0,4
moldovan,4,0,4
panonski mornar,4,0,4
persian music,4,0,4
pierre rausch,4,0,4
plague,4,0,4
pop-dance,4,0,4
psychedelic blues,4,0,4
rita lee,4,0,4
serbia,4,0,4
shiverspine,4,0,4
should lanterns shine,4,0,4
srso,4,0,4
summer song,4,0,4
summernightbrand,4,0,4
summernightbrand record sales office,4,0,4
summernightbrand record sales office (srso,4,0,4
to go,4,0,4
vtuber,4,0,4
wigan,4,0,4
wolof,4,0,4
đole,4,0,4
nasyid,3,3,8
japanese soundtrack,3,3,3
dariacore,3,3,2
neoclassical darkwave,3,3,1
nordic folk,3,3,1
vegan straight edge,3,3,1
alberta hip hop,3,3,0
alt-idol,3,3,0
anime lo-fi,3,3,0
anthem worship,3,3,0
argentine alternative rock,3,3,0
argentine ambient,3,3,0
armenian hip hop,3,3,0
assamese pop,3,3,0
atlanta bass,3,3,0
australian underground hip hop,3,3,0
baglama,3,3,0
balkan brass,3,3,0
banjo,3,3,0
bisaya rap,3,3,0
bosnian indie,3,3,0
bossbeat,3,3,0
boston rock,3,3,0
brazilian emo,3,3,0
brazilian evangelical music,3,3,0
british folk,3,3,0
bubblegrunge,3,3,0
c-pop girl group,3,3,0
cambridgeshire indie,3,3,0
canadian indie folk,3,3,0
canadian indigenous hip hop,3,3,0
cantonese worship,3,3,0
charanga,3,3,0
childrens folk,3,3,0
chilena,3,3,0
chinese new year,3,3,0
christmas instrumental,3,3,0
clap and tap,3,3,0
collage pop,3,3,0
colombian indie,3,3,0
colombian rock,3,3,0
color noise,3,3,0
comedie musicale,3,3,0
corecore,3,3,0
corridos clasicos,3,3,0
coverchill,3,3,0
cuatro venezolano,3,3,0
cumbia del sureste,3,3,0
cumbia ecuatoriana,3,3,0
czech metal,3,3,0
danish indie,3,3,0
dark synthpop,3,3,0
deep uplifting trance,3,3,0
detroit rock,3,3,0
draga,3,3,0
dreamo,3,3,0
dubsteppe,3,3,0
dutch moombahton,3,3,0
electronica chilena,3,3,0
english baroque,3,3,0
experimental vocal,3,3,0
finlandssvenska musik,3,3,0
finnish edm,3,3,0
firenze indie,3,3,0
focus,3,3,0
funky tech house,3,3,0
galician folk,3,3,0
german country,3,3,0
german hyperpop,3,3,0
german indie rock,3,3,0
german romanticism,3,3,0
guaracha santiaguena,3,3,0
haitian gospel,3,3,0
hip-hop experimental,3,3,0
hyperpop en espanol,3,3,0
icelandic classical,3,3,0
idol rock,3,3,0
indie catala,3,3,0
indonesian edm,3,3,0
indonesian emo rap,3,3,0
irish electronic,3,3,0
israeli folk,3,3,0
italian techno,3,3,0
japanese alternative pop,3,3,0
japanese indie pop,3,3,0
kansas city hip hop,3,3,0
kashmiri pop,3,3,0
korean electropop,3,3,0
latin metal,3,3,0
latin viral rap,3,3,0
latintronica,3,3,0
lebanese indie,3,3,0
lo-fi chill,3,3,0
lo-fi emo,3,3,0
lo-fi sleep,3,3,0
luxembourgian pop,3,3,0
magyar retro dance,3,3,0
mexican classic rock,3,3,0
mexican edm,3,3,0
modern indie folk,3,3,0
modern jazz trio,3,3,0
musica afroperuana,3,3,0
musica bajacaliforniana,3,3,0
musica de intervencao,3,3,0
musica popular uruguaya,3,3,0
musica portuguesa contemporanea,3,3,0
musica sonorense,3,3,0
muzica moldoveneasca,3,3,0
nerdcore brasileiro,3,3,0
new delhi indie,3,3,0
new jersey underground rap,3,3,0
nice indie,3,3,0
norwegian classical,3,3,0
nu gabber,3,3,0
nz dnb,3,3,0
nz singer-songwriter,3,3,0
odia pop,3,3,0
oktoberfest,3,3,0
orebro indie,3,3,0
orlando indie,3,3,0
oslo indie,3,3,0
oud,3,3,0
palestinian traditional,3,3,0
papuri,3,3,0
polynesian hip hop,3,3,0
preschool childrens music,3,3,0
quran,3,3,0
rap moldovenesc,3,3,0
rap nacional antigo,3,3,0
rap paraguayo,3,3,0
redneck,3,3,0
reggae maghreb,3,3,0
reggae tico,3,3,0
relaxative,3,3,0
rock alternatif francais,3,3,0
rock catala,3,3,0
rock mineiro,3,3,0
russian pixel,3,3,0
semarang indie,3,3,0
sierra leonean pop,3,3,0
slovak indie,3,3,0
south african choral,3,3,0
speed plug brasileiro,3,3,0
sudanese pop,3,3,0
swedish garage rock,3,3,0
swedish hardcore,3,3,0
swedish post-hardcore,3,3,0
taiwan campus folk,3,3,0
tanzanian pop,3,3,0
taraneem,3,3,0
thai post-rock,3,3,0
trap angolano,3,3,0
trap boliviano,3,3,0
trinibad,3,3,0
uk desi rap,3,3,0
uk doom metal,3,3,0
uk pop punk,3,3,0
ukrainian folk,3,3,0
umea hardcore,3,3,0
vintage french electronic,3,3,0
vintage swedish pop,3,3,0
virgin islands reggae,3,3,0
visor,3,3,0
warrington indie,3,3,0
yoruba worship,3,3,0
surf punk,3,2,6
musica criolla,3,2,5
melodic metal,3,2,2
old school dancehall,3,2,1
copla,3,1,12
emocore,3,1,5
classic house,3,1,4
harmonica blues,3,1,4
deep funk,3,1,3
future funk,3,1,3
ambient guitar,3,1,2
indie garage rock,3,1,2
jump up,3,1,2
pirate metal,3,1,2
juicy ibiza,3,0,77
sezen aksu,3,0,69
forro eletronico,3,0,62
garage punk,3,0,58
greek pop-rock,3,0,48
indonesia,3,0,47
quebecois,3,0,47
drag queen,3,0,45
hong.kong,3,0,42
flumestep,3,0,41
turkish pop music,3,0,40
turkish pop singers,3,0,40
childrens pop,3,0,39
cantopop boy group member,3,0,35
venezuela,3,0,34
chiphop,3,0,33
dungeon synth,3,0,33
groove me,3,0,31
death-metal,3,0,30
argentinian rock,3,0,27
latin american rock,3,0,27
symphonic,3,0,26
singer-sonwriter,3,0,25
nhac vang,3,0,24
dutch post-punk,3,0,22
nigerian songwriter,3,0,22
commercial,3,0,21
israelites,3,0,21
symphonic power metal,3,0,21
clarinet,3,0,19
drugs,3,0,19
rhyming slang,3,0,17
no fences,3,0,16
claudia jung,3,0,15
joik,3,0,15
sexual,3,0,15
star trek soundtracks,3,0,15
tango singer,3,0,15
all-time greatest hits,3,0,14
bgyo,3,0,14
trojanowska,3,0,14
ukg,3,0,14
aussie,3,0,13
cumbias,3,0,13
cypriot,3,0,13
kosmische musik,3,0,13
lily,3,0,13
lithuanian vocal pop,3,0,13
rock-pop,3,0,13
ambient trance,3,0,12
conscious,3,0,12
german-pop,3,0,12
twee,3,0,12
atari,3,0,11
lo-fi r & b,3,0,11
akai s1000 timestretch,3,0,10
cantopop girl group,3,0,10
depressive,3,0,10
drumfunk,3,0,10
illinois,3,0,10
london sessions,3,0,10
mutant disco,3,0,10
techno pop,3,0,10
wu-tang clan,3,0,10
afrique du sud,3,0,9
alternative music,3,0,9
electric guitar,3,0,9
greek rock,3,0,9
guitar synthesizer,3,0,9
marathi,3,0,9
omaha,3,0,9
progressive rock music,3,0,9
saddle creek,3,0,9
south african,3,0,9
sud-africain,3,0,9
wip,3,0,9
adam levine,3,0,8
aggressive,3,0,8
disambiguation spam,3,0,8
greek artistic music,3,0,8
hasta,3,0,8
homeit,3,0,8
klangkarussell,3,0,8
one-hit wonder,3,0,8
performer,3,0,8
po.st,3,0,8
ringo starr,3,0,8
sonnentanz,3,0,8
sun dont shine,3,0,8
will heard,3,0,8
24 nights,3,0,7
clapton,3,0,7
death by brain hemorrhage,3,0,7
eric clapton,3,0,7
fletcher heal,3,0,7
german baritone,3,0,7
hybrid trap,3,0,7
maori,3,0,7
mbaqanga,3,0,7
montreux,3,0,7
nwothm,3,0,7
p-funk,3,0,7
post hardcore,3,0,7
promessa,3,0,7
remixer,3,0,7
splitme,3,0,7
techstep,3,0,7
acid,3,0,6
apologetics,3,0,6
bandleader,3,0,6
barber beats,3,0,6
cbgb scene,3,0,6
color: #9adbe8,3,0,6
color: #e1523d,3,0,6
doo wop,3,0,6
entexno,3,0,6
euro disco,3,0,6
field recordings,3,0,6
french pianist,3,0,6
guaguanco,3,0,6
italodisco,3,0,6
march,3,0,6
miguel bose,3,0,6
negro spiritual,3,0,6
neo-traditionalist country,3,0,6
neoprog,3,0,6
neurofunk,3,0,6
original songs,3,0,6
post-punk 2k,3,0,6
r b,3,0,6
retro,3,0,6
saxophonist,3,0,6
symphonic-metal,3,0,6
synth-punk,3,0,6
wales,3,0,6
bay area rap,3,0,5
bittersweet,3,0,5
bob marley,3,0,5
chain reaction,3,0,5
cinematic,3,0,5
croatia,3,0,5
dupe recordings 2013,3,0,5
hindustani classical music,3,0,5
ilemonati,3,0,5
ilkay sencan,3,0,5
jigg,3,0,5
kingston,3,0,5
legiao urbana,3,0,5
longing,3,0,5
melodifestivalen,3,0,5
poetic,3,0,5
post bop,3,0,5
progressive country,3,0,5
rap & roll,3,0,5
rap-rock,3,0,5
rasta love,3,0,5
rastafarian,3,0,5
retrowave,3,0,5
revival,3,0,5
rock alternativo,3,0,5
rodrigo fomins,3,0,5
sevillanas,3,0,5
si tu no vuelves,3,0,5
side project,3,0,5
surfer music,3,0,5
ahmed chawki,3,0,4
am pop,3,0,4
anne sylvestre,3,0,4
annees 1960,3,0,4
annees 1970,3,0,4
annees 1980,3,0,4
annees 1990,3,0,4
annees 2000,3,0,4
annees 2010,3,0,4
asha-bhosle,3,0,4
auteur-compositeur-interprete,3,0,4
beata vergine,3,0,4
bizet,3,0,4
brahms solti requiem,3,0,4
cabarets,3,0,4
carmen,3,0,4
chamath sangeeth,3,0,4
chanson de qualite,3,0,4
character: renard queenston,3,0,4
chawki,3,0,4
conga,3,0,4
dance hall,3,0,4
deathstep,3,0,4
dinesh kanagaratnam,3,0,4
dose nzdose dnb drum bass nz,3,0,4
drill and bass,3,0,4
el caballero de la cumbia,3,0,4
finnish artist,3,0,4
gambist,3,0,4
hong kong,3,0,4
hyper raggacore,3,0,4
ipswich,3,0,4
iraj weeraratne,3,0,4
jazz musicians,3,0,4
melodifestivalen 2026,3,0,4
murder,3,0,4
my sweet lord,3,0,4
neo-acoustic,3,0,4
parrott,3,0,4
passionate,3,0,4
piano sonata,3,0,4
r & b alternative,3,0,4
radio dj,3,0,4
raggacore,3,0,4
remstered hits,3,0,4
rive gauche,3,0,4
sci-fi,3,0,4
singapore,3,0,4
spanish tenor,3,0,4
stockholm,3,0,4
street punk,3,0,4
underground rap,3,0,4
war,3,0,4
african blues,3,0,3
alternative country-rock,3,0,3
anti-christianity,3,0,3
archives,3,0,3
art music,3,0,3
artificial intelligence,3,0,3
artwork,3,0,3
avant-rock,3,0,3
bas,3,0,3
beyoung the gates 2026,3,0,3
blasphemy,3,0,3
boogie woogie,3,0,3
cock robin,3,0,3
cormak,3,0,3
country boogie,3,0,3
dark ages,3,0,3
deelight,3,0,3
disclosure,3,0,3
diy,3,0,3
electric gospel,3,0,3
euphoric,3,0,3
fav,3,0,3
galimatias,3,0,3
hatred,3,0,3
hololive,3,0,3
iran,3,0,3
iran dance music,3,0,3
iran music,3,0,3
iran pop music,3,0,3
iran traditional music,3,0,3
italian violinist,3,0,3
kate bush,3,0,3
kaunas,3,0,3
kaya,3,0,3
kote kei,3,0,3
kroeger,3,0,3
kygo,3,0,3
laymedown,3,0,3
malian,3,0,3
malien,3,0,3
music concrete,3,0,3
nepali,3,0,3
night,3,0,3
okeshou kei,3,0,3
persian dance music,3,0,3
post-genre,3,0,3
progressive black metal,3,0,3
progrock,3,0,3
psych folk,3,0,3
saint petersburg,3,0,3
sang poetry,3,0,3
soft visual,3,0,3
soundscape,3,0,3
soviet,3,0,3
soviet rock,3,0,3
speed-kraut,3,0,3
st petersburg,3,0,3
steve,3,0,3
storytelling,3,0,3
suno,3,0,3
suno ai,3,0,3
test,3,0,3
trad,3,0,3
traditionnel,3,0,3
uk indie,3,0,3
western european traditions,3,0,3
working class,3,0,3
рок-н-ролл,3,0,3
melodic thrash,2,2,11
supergroup,2,2,11
canto r & b,2,2,9
cajun,2,2,5
keroncong,2,2,4
jazz guitar,2,2,2
pastoral,2,2,1
volksmusik,2,2,1
afro house angolano,2,2,0
afrobeat brasileiro,2,2,0
alabama indie,2,2,0
alaska indie,2,2,0
albanian alternative,2,2,0
alpine yodeling,2,2,0
ambient worship,2,2,0
anime cv,2,2,0
anime phonk,2,2,0
anthem,2,2,0
arab folk,2,2,0
arab trap,2,2,0
argentine heavy metal,2,2,0
argentine punk,2,2,0
arkansas hip hop,2,2,0
assyrian pop,2,2,0
atlanta indie,2,2,0
atlantic canada hip hop,2,2,0
australian americana,2,2,0
australian childrens music,2,2,0
australian metalcore,2,2,0
baltic choir,2,2,0
baltimore hip hop,2,2,0
baltimore indie,2,2,0
barnalog,2,2,0
bboy,2,2,0
beach house,2,2,0
bhojpuri folk,2,2,0
bluegrass gospel,2,2,0
bomba,2,2,0
botswana pop,2,2,0
bouncy house,2,2,0
brazilian boogie,2,2,0
british soundtrack,2,2,0
calming instrumental,2,2,0
canadian americana,2,2,0
canadian childrens music,2,2,0
cape breton folk,2,2,0
carnaval limburg,2,2,0
cdmx indie,2,2,0
chaabi marocain,2,2,0
chasidic pop,2,2,0
childrens story,2,2,0
chill beats,2,2,0
chill breakcore,2,2,0
chinese reggae,2,2,0
chinese soundtrack,2,2,0
chinese traditional,2,2,0
christchurch indie,2,2,0
christian trap,2,2,0
christmas product,2,2,0
classic hungarian rock,2,2,0
classic kollywood,2,2,0
classic uk pop,2,2,0
college a cappella,2,2,0
comptine,2,2,0
concurso de talentos argentino,2,2,0
croatian pop,2,2,0
cuban alternative,2,2,0
czsk hyperpop,2,2,0
danish jazz,2,2,0
deep folk metal,2,2,0
detskie pesni,2,2,0
dikir barat,2,2,0
drikkelek,2,2,0
dutch tech house,2,2,0
early avant garde,2,2,0
ecuadorian alternative rock,2,2,0
ecuadorian indie,2,2,0
electro jazz,2,2,0
electrofox,2,2,0
elektropunk,2,2,0
emo punk,2,2,0
emo trap en espanol,2,2,0
epicore,2,2,0
eritrean pop,2,2,0
fingerstyle,2,2,0
finnish post-punk,2,2,0
flamenco fusion,2,2,0
folclore salteno,2,2,0
folclore santiagueno,2,2,0
folklore peruano,2,2,0
french movie tunes,2,2,0
french tech house,2,2,0
french techno,2,2,0
funk mexicano,2,2,0
funky breaks,2,2,0
gainesville indie,2,2,0
gambian hip hop,2,2,0
german jazz,2,2,0
german show tunes,2,2,0
german trance,2,2,0
gospel amapiano,2,2,0
gospel drill,2,2,0
halifax indie,2,2,0
hard motivation,2,2,0
harlem hip hop,2,2,0
healing,2,2,0
hip hop cubano,2,2,0
horror synth,2,2,0
icelandic metal,2,2,0
indiana hip hop,2,2,0
indie psych-pop,2,2,0
indie tico,2,2,0
indonesian indie pop,2,2,0
indonesian viral pop,2,2,0
instrumental lullaby,2,2,0
irish indie,2,2,0
irish pub song,2,2,0
islamic recitation,2,2,0
italian baroque,2,2,0
italian jazz,2,2,0
italian post-hardcore,2,2,0
italian trance,2,2,0
j-reggae,2,2,0
japanese folk,2,2,0
japanese metalcore,2,2,0
japanese post-hardcore,2,2,0
japanese shoegaze,2,2,0
japanese underground rap,2,2,0
japanese vtuber,2,2,0
joseon pop,2,2,0
judaica,2,2,0
kenyan hip hop,2,2,0
kenyan pop,2,2,0
kinderliedjies,2,2,0
kleine hoerspiel,2,2,0
kora,2,2,0
korean electronic,2,2,0
korean indie folk,2,2,0
korean instrumental,2,2,0
kyushu indie,2,2,0
lambadao,2,2,0
