Genre,ResolvedTrackCount,TSOccurrenceCount,ArtistOccurrenceCount
vietnamese lo-fi,128,93,333
comedy rap,128,6,299
asian,128,0,540
post-emo,128,0,186
noise rock,127,2,240
seattle,127,0,284
+usa (new york:manhatten,127,0,164
hawaiian glam metal,127,0,164
next,127,0,164
pop. alternative,127,0,164
indonesian singer-songwriter,126,126,0
kazakh pop,126,126,0
mollywood,126,86,191
harana,126,78,420
dutch,126,0,443
dub techno,126,0,144
canadian contemporary r & b,125,125,0
gujarati pop,125,86,223
uk funky,125,56,156
romantic classical,125,0,271
gaana,125,0,223
southern thai music,124,64,174
christian pop,124,9,159
national folk,124,0,211
classic pakistani pop,123,123,0
london rap,123,123,0
pop virale italiano,123,123,0
salsa choke,123,98,161
jam band,123,3,322
japanese,123,0,486
reggae-pop,123,0,184
philly rap,122,122,0
neomelodico,122,72,501
austrian composer,122,0,311
balkan trap,121,121,0
cumbia villera,121,116,97
cumbia 420,120,120,0
dutch edm,120,120,0
german trap,120,120,0
khaleeji iraqi,120,120,0
pop lgbtq+ brasileira,120,120,0
pinoy indie,120,76,274
gujarati garba,120,49,324
breakbeat,120,23,204
jazz and blues,120,0,541
romanian,120,0,450
rap algerien,119,119,0
show tunes,119,28,270
ag4,119,0,178
late 2010s,119,0,149
classic icelandic pop,118,118,0
finnish metal,118,118,0
musica tocantinense,118,118,0
indie soul,118,96,33
greatest hits,118,0,275
vyrzukhisuc-artiest,118,0,240
to clean up,118,0,214
indonesian jazz,117,113,8
bhajan,117,32,227
contemporary classical,117,4,238
neo-soul,117,0,220
soukous,117,0,146
indian instrumental,116,116,0
modern salsa,116,116,0
ska punk,116,8,180
sierreno-banda,116,0,313
gradually watermelon,116,0,212
indonesian r & b,115,111,13
brass band,115,110,99
industrial metal,115,27,189
nature sounds,115,0,176
classic j-pop,114,114,0
música popular colombiana,114,114,0
russian gangster rap,114,114,0
post-punk revival,114,0,241
alt-country,114,0,192
crossover,114,0,159
polish drill,113,113,0
turkish singer-songwriter,113,113,0
world fusion,113,0,476
fictitious artist,113,0,355
producteur,113,0,320
mexican,113,0,298
arrochadeira,112,112,0
trap dominicano,112,112,0
urdu hip hop,112,112,0
latin jazz,112,30,286
symphony,112,0,307
melodic,112,0,295
as jailed,112,0,190
lil wayne,112,0,190
death by drug overdose,112,0,127
egyptian alternative,111,111,0
indie pop rap,111,111,0
modern country rock,111,111,0
queens hip hop,111,110,21
neo-psychedelic,111,48,112
punk rap,111,1,149
pop-punk,111,0,208
lustrum,110,110,0
minimal techno,110,16,146
central asian hip hop,109,109,0
lullaby,109,41,172
dark r & b,109,26,137
acid house,109,11,123
norwegian,109,0,429
electro-disco,109,0,247
austropop,108,108,5
malaysian mandopop,108,108,0
north carolina hip hop,108,108,0
j-rap,108,78,136
southern soul,108,17,266
polish,108,0,404
detroit,108,0,216
contemporary rnb,108,0,118
michael-jackson,108,0,118
hungarian rock,107,107,0
indonesian pop rock,107,107,0
rock uruguayo,107,107,0
bassline,107,29,137
big room house,107,0,496
austrian,107,0,283
want to listen,107,0,183
rapcore,107,0,178
argentine telepop,106,106,0
belarusian hip hop,106,106,0
zhongguo feng,106,104,6
drone,106,7,232
cool jazz,106,1,436
actors,106,0,265
midwest hip hop,106,0,209
female vocal,106,0,171
eletronic,106,0,107
new wave pop,105,101,25
drift phonk,105,66,148
gufeng,105,43,408
stoner metal,105,9,122
bachata dominicana,104,104,0
neo-synthpop,104,100,33
haryanvi pop,104,79,127
malayalam pop,104,60,188
hardcore punk,104,8,163
energetic,104,0,171
madchester,103,62,129
dutch trance,103,32,248
epic,103,0,141
honky-tonk,103,0,137
australian hip hop,102,102,6
shimmer pop,102,102,0
spanish indie pop,102,102,0
aussie drill,102,82,113
italian singer-songwriter,102,63,445
smooth jazz,102,14,149
romanian singer,102,0,366
eminem,102,0,205
nigerian drill,101,89,30
timba,101,42,153
latin r & b,101,28,176
classical period,101,0,294
colombia,101,0,268
dirty south,101,0,235
classic arab pop,100,100,0
bongo piano,100,66,50
8 mile,100,0,203
detroit hip-hop,100,0,203
kun,100,0,203
midwest hip-hop,100,0,203
rap god,100,0,203
v,100,0,203
memphis rap,100,0,130
pagode novo,99,99,0
british soul,99,93,10
russian rock,99,91,10
malayalam hip hop,99,62,147
celtic,99,43,158
actor,99,0,513
symphonic prog,99,0,281
west coast hip-hop,99,0,184
alternative rap,99,0,157
california punk,99,0,126
shaabi,98,90,30
icelandic indie,98,88,24
lithuanian indie,98,53,116
oyun havasi,98,44,146
afrogospel,98,43,72
death by suicide,98,0,243
television music,98,0,221
swedish indie rock,97,97,0
talentkonkurranse,97,97,0
french rock,97,75,29
melodic metalcore,97,24,118
complete,97,0,289
sonata,97,0,289
kazakh viral pop,96,96,0
magyar alternative,96,96,0
malay rap,96,73,225
dark pop,96,12,134
nu-metal,96,0,147
kundiman,95,64,294
dark ambient,95,4,162
ratchet music,95,0,197
classic israeli pop,94,94,0
salsa puertorriquena,94,94,0
schlagerparty,94,64,216
colombian,94,0,212
piano pop,94,0,150
classic pop punk,94,0,121
czsk viral pop,93,93,0
danish pop rock,93,93,0
turkish alternative rock,93,93,0
dirty south rap,93,89,6
french indie pop,93,63,105
organic house,93,4,106
vocal,93,0,209
spoken word,93,0,192
vallenato moderno,92,92,1
ukrainian rock,92,92,0
west coast rap,92,83,24
anatolian rock,92,47,266
funk metal,92,31,107
script-arab,92,0,207
alt-pop,92,0,143
czech rock,91,91,0
hong kong indie,91,91,0
n,91,53,122
cumbia chilena,90,89,68
5th gen k-pop,90,78,57
jazz house,90,8,94
hardcore,90,4,193
conductor,90,0,238
noise,90,0,190
nordic house,89,89,0
marathi pop,89,15,134
lo-fi house,89,14,101
avant-garde,89,0,254
atlantico,89,0,186
barranquilla,89,0,186
chapel,89,0,137
bay area,89,0,136
german r & b,88,88,0
icelandic singer-songwriter,88,88,0
australian rock,88,50,53
a cappella,88,32,104
nwobhm,88,14,128
brazilian bass,88,13,161
synthwave,88,12,152
bridge,88,0,239
christmas singles,88,0,239
immortality,88,0,239
twenty,88,0,239
romantic,88,0,187
swedish singer-songwriter,87,87,0
viral afropop,87,87,0
future garage,87,27,166
pop worship,87,14,127
kannada pop,87,12,166
classic country,87,6,162
berlin,87,0,402
mumble rap,87,0,162
new rave,86,52,102
nu jazz,86,35,116
jersey club,86,30,188
noise pop,86,8,193
bulgarian,86,0,261
nu-disco,86,0,246
trip-hop,86,0,181
cousin in trinidad wont get the vaccine,86,0,168
queen of rap,86,0,168
emo-pop,86,0,165
barcadi,85,85,0
norwegian indie,85,85,0
rock viet,85,85,0
axe,85,71,106
deconstructed club,85,2,216
la pop,84,84,0
lebanese pop,84,84,0
melbourne bounce,84,50,112
theatre,84,0,404
death by knife,84,0,222
euro-pop,84,0,221
new york hip hop,84,0,150
alternative electronic,84,0,90
north moroccan rap,83,83,0
urbano mexicano,83,83,0
vietnamese idol pop,83,83,0
vietnamese trap,83,83,0
tamil indie,83,31,131
fictitious-artist,83,0,262
norsk,83,0,220
nature,83,0,133
latin american,83,0,114
icelandic electronic,82,82,0
cumbia peruana,82,69,67
japanese indie,82,58,220
champeta,82,52,108
folktronica,82,2,166
video,82,0,218
death by gun,82,0,178
favourite,82,0,142
antilliaanse rap,81,81,0
australian electropop,81,81,0
j-pop boy group,81,81,0
pluggnb,81,81,0
rap canario,81,81,0
rap sardegna,81,81,0
tagalog rap,81,81,0
candy pop,81,60,26
italo disco,81,20,118
british blues,81,1,136
post-metal,81,1,115
euro-dance,81,0,218
alphaville,81,0,217
euro-rock,81,0,217
escape room,80,64,29
kleinkunst,80,63,28
k-rock,80,59,150
melodic death metal,80,45,105
greek,80,0,289
anitta,80,0,160
classic punk,80,0,98
belly dance,79,79,0
lagu timur,79,57,122
funkot,79,51,137
retro soul,79,4,91
honky tonk,79,3,176
mass,79,0,329
non-music,79,0,118
finnish indie,78,78,0
pop r & b,78,78,0
dance rock,78,70,38
speed metal,78,25,109
acid jazz,78,10,197
free jazz,78,0,276
eclectic,78,0,185
cinematic classical,78,0,162
rock opera,78,0,155
cadbury sisters,78,0,117
do not merge,78,0,117
merge into [no artist,78,0,117
needs merging,78,0,117
needs merging into [no artist,78,0,117
sound ideas 6000 aviation 2,78,0,117
why has this not been merged yet,78,0,117
contemporary r b,78,0,107
emo-trap,78,0,99
nu emo,78,0,99
pop rap brasileiro,77,77,0
russian viral rap,77,77,0
sheilat,77,77,0
venezuelan hip hop,77,77,0
huayno,77,45,148
hi-nrg,77,28,183
surf rock,77,5,213
ar-rahman,77,0,396
cham cham,77,0,396
female vocalists,77,0,234
sapes comme jamais,77,0,212
composition,77,0,202
sober,77,0,194
lil baby,77,0,168
clean up,77,0,131
lame,77,0,118
classic iskelma,76,76,0
desi trap,76,76,0
electronic trap,76,76,0
turkish deep house,76,76,0
deep tropical house,75,75,0
ohio hip hop,75,75,0
social media pop,75,74,1
spanish-language reggae,75,21,346
lo-fi beats,75,7,83
ambient house,75,3,243
requiem,75,2,199
poland,75,0,273
jazz-rock,75,0,222
pop star,75,0,103
bootleg,75,0,79
czech pop rock,74,74,0
hip hop quebecois,74,74,0
norwegian trap,74,74,0
baltic post-punk,74,58,39
q-pop,74,31,141
traditional country,74,10,160
swedish,74,0,579
campirano,74,0,206
piano,74,0,201
avant-garde metal,74,0,109
barbade,74,0,101
barbadian,74,0,101
barbadien,74,0,101
barbados,74,0,101
influential pop star,74,0,101
pop culture,74,0,101
rehab,74,0,101
rihanna,74,0,101
c'etait mieux avant,74,0,87
rap siciliano,73,73,0
trap colombiano,73,73,0
acoustic pop,73,68,39
cali rap,73,68,10
gabber,73,36,129
garage rock revival,73,4,203
つんく♂フロテュース,73,0,266
acoustic,73,0,255
political,73,0,162
writer,73,0,139
20th century,73,0,123
pity pop,73,0,81
canadian rock,72,72,1
trap queen,72,72,0
bikutsi,72,18,66
chinese,72,0,712
jazz rock,72,0,288
norteno-banda,72,0,215
campirano-banda,72,0,205
dj,72,0,203
ascanio in alba,72,0,197
complete mozart edition,72,0,197
gould,72,0,197
karl ristenpart,72,0,197
late symphonies,72,0,197
rothenberger,72,0,197
series-mozart-complete works-philips,72,0,197
volume 15,72,0,197
film,72,0,165
alt rock,72,0,137
jamaican,72,0,136
melancholic,72,0,131
not acoustic,72,0,114
not aggressive,72,0,114
not sad,72,0,114
aussietronica,71,71,0
israeli singer-songwriter,71,71,0
nederlandse hardstyle,71,71,0
plena uruguaya,71,71,0
r & b italiano,71,71,0
singaporean singer-songwriter,71,71,0
hollands,71,58,19
plugg,71,53,77
polka,71,14,84
dance-punk,71,7,145
christian rock,71,6,143
doujin,71,1,201
eurovision,71,0,262
new zealand,71,0,201
post-industrial,71,0,133
oxford,71,0,89
german rock,70,70,1
j-division,70,70,0
reggae uruguayo,70,70,0
swedish dancehall,70,70,0
sexy drill,70,14,101
screamo,70,3,141
cantata,70,0,266
yolandita monge,70,0,173
fictional,70,0,171
irish rock,69,69,0
kasi rap,69,69,0
melodipop,69,69,0
pittsburgh rap,69,69,0
polish viral rap,69,69,0
swedish alternative rock,69,69,0
mundart,69,65,11
jazz blues,69,32,147
brazilian gospel,69,30,97
hardstyle,69,10,175
soul jazz,69,7,175
bebop,69,2,298
funktronica,69,1,154
afro trap,69,0,347
alliteration,69,0,202
bubblegum bass,69,0,198
arranger,69,0,179
turbo-folk,69,0,176
horror,69,0,138
roxette,69,0,116
the greatest,69,0,116
australien,69,0,115
danish electronic,68,68,0
israeli trap,68,68,0
polish alternative,68,68,0
russian electronic,68,68,0
lagu jawa,68,53,86
sertanejo tradicional,68,38,134
classical crossover,68,3,110
country gospel,68,2,146
dylan bootleg series,68,0,261
greenwich village scene,68,0,261
pledging my time,68,0,261
rare,68,0,261
siple twist of fate,68,0,261
teater konsert,68,0,261
pc music,68,0,199
musica tropical,68,0,156
contemporary gospel,68,0,119
britrock,68,0,70
lolicore,68,0,70
new grave,68,0,70
nude,68,0,70
sacred cows,68,0,70
chinese viral pop,67,67,0
classic russian rock,67,67,0
dancefloor dnb,67,67,0
dutch indie,67,67,0
emo rap italiano,67,67,0
new school turkce rap,67,67,0
mexican indie,67,32,102
rock-and-roll,67,28,103
hyphy,67,15,109
ethiopian jazz,67,5,69
russian rap,67,0,315
mexico,67,0,219
best,67,0,162
birmingham,67,0,108
rhythmic,67,0,89
dfw rap,66,66,0
rap boricua,66,66,0
gym phonk,66,65,3
german indie pop,66,62,11
oakland hip hop,66,61,10
arabic rap,66,56,49
latin indie,66,12,129
industrial pop,66,3,240
uplifting trance,66,3,233
tryt,66,0,308
organist,66,0,270
hello project,66,0,256
irish,66,0,154
chilean rock,65,65,0
deep euro house,65,65,0
gen z singer-songwriter,65,65,0
kurdish hip hop,65,65,0
lgbtq+ hip hop,65,65,0
latin dance,65,5,121
texas,65,0,216
pop metal,65,0,119
afrikaans,64,64,1
german underground rap,64,64,0
swedish synthpop,64,64,0
tekk,64,64,0
uk contemporary r & b,64,64,0
indonesian hip hop,64,62,6
new york drill,64,26,124
funk de bh,64,16,171
batak,64,8,148
darkwave,64,2,170
abstract hip hop,64,1,163
edit,64,0,157
on writing,64,0,122
australie,64,0,109
girlpower,64,0,92
indie anthem-folk,63,63,0
paraguayan rock,63,63,0
scandinavian r & b,63,63,0
neue deutsche welle,63,27,138
vocaloid,63,25,76
britney spears,63,0,241
edge of glory,63,0,240
gata rahe mera dil,63,0,240
saxx dreams,63,0,240
the fame,63,0,240
classic mandopop,62,62,0
hong kong hip hop,62,62,0
pinoy trap,62,62,0
turkish trap pop,62,62,0
dansband,62,43,160
celtic rock,62,42,83
punta,62,26,177
bubblegum dance,62,6,175
nashville sound,62,6,108
eurovision 2024 artists,62,0,264
rock musicians,62,0,191
industrial techno,62,0,73
dutch drill,61,61,0
r & b brasileiro,61,61,0
rap criolo,61,61,0
memphis hip hop,61,58,5
folk metal,61,40,120
big beat,61,25,134
sludge metal,61,4,73
hello project groups,61,0,224
hello project kids,61,0,224
girl crush,61,0,134
nigo,61,0,119
chill,61,0,118
classic malaysian pop,60,60,0
gauze pop,60,60,0
j-acoustic,60,60,0
ukrainian hip hop,60,60,0
cubaton,60,53,33
rumba,60,35,101
fado,60,28,199
old school thrash,60,27,68
indie dance,60,17,76
lithuanian electronic,60,3,139
acoustic country,60,3,137
eurovision 2023 artists,60,0,208
shocking,60,0,91
birmingham grime,59,59,0
classic oklahoma country,59,59,0
dominican pop,59,59,0
japanese electropop,59,59,0
modern country pop,59,59,0
swedish soul,59,59,0
south african house,59,57,2
philly soul,59,32,59
liquid funk,59,10,155
reggae rock,59,10,99
gospel r & b,59,6,79
puerto rico,59,0,265
death by diabetes,59,0,220
party,59,0,142
ambient techno,59,0,108
new wave of british heavy metal,59,0,105
dance music,59,0,98
british-american,59,0,90
fleetwood mac,59,0,90
warp,59,0,82
punk pop,59,0,79
toronto,59,0,72
caesar,59,0,68
daniel,59,0,68
belgian indie,58,58,0
classic colombian pop,58,58,0
etherpop,58,58,0
new orleans rap,58,58,0
indie quebecois,58,53,12
brazilian rock,58,47,51
rap fr,58,0,392
lithuanian rap,58,0,269
new york,58,0,164
chinese singer-songwriter,57,57,0
danish rock,57,57,0
instrumental grime,57,57,0
italian alternative,57,57,0
pop chileno,57,57,0
suomirap,57,57,0
modern blues,57,16,66
doo-wop,57,11,135
psychedelic soul,57,5,225
deathcore,57,3,74
progressive folk,57,0,121
doujin circle,57,0,76
absolute,57,0,58
classic cantopop,56,56,0
folk brasileiro,56,56,0
norwegian singer-songwriter,56,56,0
college rock,56,0,156
bubblegum,56,0,91
argentine indie,55,55,0
drill chileno,55,55,0
hungarian edm,55,55,0
levenslied,55,40,45
northern soul,55,16,73
avant-garde jazz,55,0,276
sheffield,55,0,79
domino,55,0,76
gamer,55,0,76
german singer-songwriter,54,54,0
gothenburg indie,54,54,0
melbourne bounce international,54,54,0
rap conciencia,54,54,0
slovak pop,54,54,0
turkish alternative,54,54,0
uk alternative pop,54,54,0
lithuanian edm,54,33,50
maluku,54,28,88
country hip hop,54,3,96
bach,54,0,238
wagner,54,0,238
134a,54,0,237
bach double violin concerto,54,0,237
bertalan hock,54,0,237
cantata 147,54,0,237
gramophone selection,54,0,237
helmut walcha,54,0,237
mathauspassion,54,0,237
messe h-moll,54,0,237
motet,54,0,237
six,54,0,237
vox,54,0,237
boogie rock,54,0,235
free improvisation,54,0,207
lgbtqi,54,0,179
euro-disco,54,0,147
alternative hip-hop,54,0,116
italian composer,54,0,103
psicodelic rock,54,0,92
psychedellic rock,54,0,92
bay area punk,54,0,71
vaporwave,54,0,66
a,53,53,0
afrofuturismo brasileiro,53,53,0
manchester hip hop,53,53,0
moldovan pop,53,53,0
trova,53,37,93
rally house,53,22,65
christian r & b,53,9,52
look again,53,0,133
global warming meltdown,53,0,120
maltido,53,0,120
pitbull,53,0,120
anthemic,53,0,110
secret,53,0,68
tell me,53,0,68
belgian dance,52,52,0
nederreggae,52,52,0
rap montrealais,52,52,0
rap uruguayo,52,52,0
melancholia,52,51,3
traditional gospel,52,33,23
proto-punk,52,6,166
classical piano,52,4,89
polish rap,52,0,207
millennial,52,0,173
death by airplane,52,0,157
north african,52,0,123
alternative hardcore,52,0,120
soundtrack composer,52,0,112
musique regionale mexicaine,52,0,109
fail,52,0,69
gg,52,0,69
danspunk,51,51,0
kavkaz,51,51,0
polish alternative rap,51,51,0
rock kapak,51,51,0
salsa colombiana,51,51,0
turkce kadin rap,51,51,0
turkce slow sarkilar,51,51,0
vietnamese bolero,51,29,118
memphis soul,51,12,79
melodic hardcore,51,3,87
tech trance,51,1,178
country blues,51,1,114
finnish,51,0,431
sweden,51,0,328
francais,51,0,193
sound recording executives and producers,51,0,129
algerian,51,0,121
heavy,51,0,102
dark,51,0,91
uplifting,51,0,88
kevin haden,51,0,76
同人,51,0,69
同人サークル,51,0,69
fergie,51,0,67
will i am,51,0,67
funk bh,50,50,0
german techno,50,50,0
gruperas inmortales,50,50,0
indonesian folk,50,50,0
k-pop ballad,50,50,0
nyc rap,50,50,0
pop quebecois,50,50,0
south african pop dance,50,50,0
volkspop,50,50,0
medieval,50,32,85
grindcore,50,1,98
big room trance,50,0,166
awesome,50,0,86
falcom,50,0,69
arab alternative,49,49,0
czsk reggae,49,49,0
rap underground espanol,49,49,0
ska argentino,49,49,0
zhenskiy rep,49,49,0
folklore argentino,49,40,53
neue deutsche harte,49,19,45
rave,49,10,145
maloya,49,9,54
krautrock,49,3,138
acid rock,49,2,72
american composer,49,0,186
sillyname,49,0,175
rapist,49,0,99
praise & worship,49,0,79
corrido belico,49,0,73
dvd,49,0,65
funk rock tributo,49,0,65
use actual artists,49,0,50
australian trap,48,48,0
belgian rock,48,48,0
country dawn,48,48,0
egyptian viral pop,48,48,0
estonian rock,48,48,0
ghanaian pop,48,48,0
irish singer-songwriter,48,48,0
korean ost,48,48,0
norwegian country,48,48,0
salsa peruana,48,48,0
happy hardcore,48,27,74
karadeniz folk,48,22,86
torch song,48,10,142
witch house,48,10,93
uk r & b,48,6,86
algerian chaabi,48,4,63
math rock,48,1,129
francophone,48,0,207
vinyl,48,0,166
uk bass,48,0,163
alternative folk,48,0,158
automod ng,48,0,117
slow pop,48,0,117
western classical,48,0,109
deutschrock,48,0,92
awe︎some,48,0,84
piano pop rock,48,0,82
dnace-pop,48,0,80
miley-cyrus,48,0,80
field recording,48,0,77
dangerous,48,0,60
senegalese-american,48,0,60
balkan hip hop,47,47,0
cumbia paraguaya,47,47,0
florida rap,47,47,0
j-poprock,47,47,0
new french touch,47,47,0
nordnorsk musikk,47,47,0
trap metal italiana,47,47,0
parang,47,31,18
rocksteady,47,2,104
horspiel,47,0,192
remixes,47,0,163
tiesto traffic,47,0,163
guitarists,47,0,136
