Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,Reasons,PriorityScore
32 sonatas,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
added for google code-in 2017,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
am,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
beethoven gardiner,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
cantautora mexicana,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
electra,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
flaming,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
frenchcore,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
grand tour,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
hamburg,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
if you talk in your sleep,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
impressionism,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
in the studio,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
interview,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
klavierwerke,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
live in concert,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
lo spirito,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
masterworks,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
minimal,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
netherlands,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
opus 57,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
organ,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
private tag 1,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
reader s,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
sertaneja,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
the way i feel,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
transgender,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
vlaamse kinderliedje,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
voice actor,24,,,,,no_family | no_related_styles | no_transition_styles,3.0755
death doom,33,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.063
swedish country,33,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.063
uk americana,33,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.063
classic mandopop,62,pop,world_asian,0.45,fallback,fallback_confidence | low_primary_weight,3.0589
rap criolo,61,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,3.0471
estonian electronic,32,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.037
prog folk,32,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.037
barnmusik,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
brighton indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
cdo indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
chanson a texte,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
covers,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
deep purple,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
farther,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
female fronted,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
freestyle,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
funk melody,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
girlsband,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
hammond,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
hammond organ,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
in jail,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
kindermusik,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
liedermacher,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
rumba catalana,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
russian indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
russian plugg,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
slovak,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
top 100,23,,,,,no_family | no_related_styles | no_transition_styles,3.0365
birmingham grime,59,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,3.0229
japanese electropop,59,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,3.0229
etherpop,58,pop,,0.45,fallback,fallback_confidence | low_primary_weight,3.0104
rap fr,58,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,3.0104
indian singer-songwriter,31,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.0103
metallica,31,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.0103
post-dubstep,31,bass_music,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,3.0103
instrumental grime,57,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9978
pop chileno,57,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9978
suomirap,57,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9978
alternative rnb,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
awesomename,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
bon jovi,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
britain,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
bulgarian r & b,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
cabo verde,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
carnaval cadiz,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
chanson virale,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
complete violin wind,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
death by cirrhosis,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
dissolved,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
funana,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
gb,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
graz indie,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
great britain,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
hard fm,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
hare krishna,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
iraqi music,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
ireland,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
krushfunk,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
nl,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
oye com va,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
pedophile,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
poggers,22,,,,,no_family | no_related_styles | no_transition_styles,2.9958
classic cantopop,56,pop,world_asian,0.45,fallback,fallback_confidence | low_primary_weight,2.985
avant-folk,30,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9827
brazilian,30,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9827
gratuitous heavy metal umlaut,30,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9827
new mpb,30,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9827
drill chileno,55,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9719
rap conciencia,54,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9586
electronic dance,29,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9542
electronica argentina,29,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9542
tanzmetall,29,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9542
ukrainian,29,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9542
vapor soul,29,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9542
afrofuturism,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
cold wave,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
eire,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
eyes on me,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
french language,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
fuji,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
glitch hop,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
great voice,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
jive,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
lol,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
noisecore,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
north east england indie,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
novelty,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
ocean,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
orange county,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
ozymandias,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
relative-cousin,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
russian composer,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
skansk musik,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
skilled vocals,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
skrillex,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
switzerland,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
thai,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
top 10,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
urban music,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
viet lo-fi,21,,,,,no_family | no_related_styles | no_transition_styles,2.9533
nederreggae,52,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,2.9313
proto-punk,52,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.9313
rap montrealais,52,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9313
rap uruguayo,52,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9313
canadian electronic,28,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9248
electro swing,28,electronic,jazz_blues,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9248
jazz poetry,28,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9248
jungle terror,28,bass_music,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9248
punjabi,28,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.9248
danspunk,51,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.9172
rock kapak,51,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.9172
vietnamese bolero,51,latin_tropical,,0.45,fallback,fallback_confidence | low_primary_weight,2.9172
avante garde,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
barnemusikk,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
boston,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
cuba,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
enfp,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
epic music,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
favorite,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
female vocal dance,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
harmonica players,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
hip-hip,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
hokkaido indie,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
kolsche karneval,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
little,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
massachusetts,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
musica chihuahuense,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
osteraker,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
ostschlager,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
pentecostal,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
pinoy alternative,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
portuguese indie,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
scandinavian,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
solo wave,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
utaite,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
vocal dance,20,,,,,no_family | no_related_styles | no_transition_styles,2.9089
pop quebecois,50,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9029
south african pop dance,50,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9029
volkspop,50,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.9029
arab,27,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
jazz beats,27,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
pakistani qawwali,27,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
rai algerien,27,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
swedish americana,27,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
trancecore,27,trance,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8943
funk rock tributo,49,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8882
krautrock,49,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8882
rap underground espanol,49,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.8882
rapist,49,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.8882
deutschrock,48,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8733
dnace-pop,48,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.8733
country soul,26,country_folk,rnb_soul,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8627
techno remix,26,techno,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8627
ukraine,26,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8627
abstract,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
add named after,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
ballet,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
batida,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
chamber orchestra,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
childrens choir,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
death,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
gregorian chant,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
israeli indie,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
italo-disco,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
japanese band,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
keyboard,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
l2b,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
neomelodici,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
new haven,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
poetics,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
sami,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
sort me out,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
travis barker,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
urban,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
vapor twitch,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
vilnius,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
world music,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
x,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
乐队组合,19,,,,,no_family | no_related_styles | no_transition_styles,2.8623
j-poprock,47,pop,rock | world_asian,0.45,fallback,fallback_confidence | low_primary_weight,2.8581
rocksteady,47,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8581
trap metal italiana,47,hip_hop,metal,0.45,fallback,fallback_confidence | low_primary_weight,2.8581
rap motywacja,46,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.8426
arkansas country,25,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
black-metal,25,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
christian country,25,country_folk,gospel_spiritual,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
deep rai,25,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
gaming edm,25,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
latin christian,25,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.8299
1970s hong kong debut,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
accordion,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
afro-beat,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
austrian actor,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
brisbane indie,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
brooklyn indie,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
celtic new age,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
chillstep,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
city,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
drumless,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
enya,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
fantezi,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
heavy psych,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
hustle,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
indie surf,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
juju,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
las vegas,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
mande,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
morelos indie,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
northern irish,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
sad lo-fi,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
seoul,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
speedrun,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
urbano ecuatoriano,18,,,,,no_family | no_related_styles | no_transition_styles,2.8133
cowpunk,44,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8105
pop paraguayo,44,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.8105
temor a la muerte,44,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.8105
alicia de larrocha,24,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7959
compositional ambient,24,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7959
naija worship,24,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7959
piano concerto no. 5,24,classical,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7959
deep pop edm,43,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.7939
phonk brasileiro,43,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.7939
russian hyperpop,43,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.7939
lithuanian electropop,42,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.7769
anniversary,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
blackgaze,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
darksynth,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
death by cardiac arrest,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
death by covid-19,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
discogs,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
drake,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
duo,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
estonian indie,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
hong kong cultural icon,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
huzunlu sarkilar,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
inna,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
iswcs pending,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
jam,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
james scutt,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
karneval,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
kingston on indie,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
many names,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
many singles,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
oyun havası,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
portugal,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
pretzelbodylogic,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
prince revolution,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
quebec indie,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
robin,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
royalty free,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
russia,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
script-deva,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
sea shanties,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
soprano,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
speedcore,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
the police,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
trondersk musikk,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
wonky,17,,,,,no_family | no_related_styles | no_transition_styles,2.7616
canadian folk,23,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7604
christian music,23,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7604
new americana,23,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7604
pinoy singer-songwriter,23,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7604
swinger-songwriter,23,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7604
blues-rock,40,jazz_blues,rock,0.45,fallback,fallback_confidence | low_primary_weight,2.7417
folk rock italiano,40,country_folk,rock,0.45,fallback,fallback_confidence | low_primary_weight,2.7417
j-idol,40,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.7417
latin afrobeat,40,african,,0.45,fallback,fallback_confidence | low_primary_weight,2.7417
chinese electropop,39,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.7235
pop electronico,39,electronic,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.7235
rap tunisien,39,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.7235
alt country,22,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7235
lithuanian soul,22,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7235
melodic dubstep,22,bass_music,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.7235
added for google code-in 2016,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
aria,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
atif,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
atif aslam,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
best of,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
broadway,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
cabaret,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
chanson quebecois,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
chilean indie,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
classic schlager,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
cruise,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
deejay,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
doorie,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
eau claire indie,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
el paso indie,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
epa dunk,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
ethereal,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
indie triste,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
jal pari,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
kings college,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
malaysia,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
menuhin,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
mexican ska,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
motorik,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
musica santomense,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
oxford indie,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
raspe,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
serenity,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
son jarocho,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
the lost prophecy,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
utrecht,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
variete,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
vocals,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
wir sind helden,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
ye-ye,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
yg,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
zouglou,16,,,,,no_family | no_related_styles | no_transition_styles,2.707
pop costarricense,38,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.7048
pop-soul,38,pop,rnb_soul,0.45,fallback,fallback_confidence | low_primary_weight,2.7048
t-pop girl group,38,pop,world_asian,0.45,fallback,fallback_confidence | low_primary_weight,2.7048
pop folk,37,country_folk,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.6856
post-punk argentina,37,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.6856
rock quebecois,37,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.6856
chaotic hardcore,21,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6848
classic texas country,21,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6848
electro bailando,21,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6848
folklore paraguayo,21,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6848
indie rock italiano,36,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.6659
pop-folk,36,country_folk,pop,0.45,fallback,fallback_confidence | low_primary_weight,2.6659
rap mineiro,36,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.6659
algeria,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
auckland indie,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
bass music,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
bbb,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
british orchestra,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
caribbean,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
