Genre,TrackCount
"deep german hip hop, german cloud rap",33
"german alternative rap, german pop",33
"classic swedish pop, swedish idol pop, swedish pop, swedish pop rap",33
"greek drill, greek underground rap",33
"polish hip hop, rap uliczny",33
latin talent show,33
"cyber metal, finnish metal",33
"moroccan pop, rap maroc",33
"desi hip hop, pakistani hip hop, urdu hip hop",33
"russian drain, russian hip hop",33
"trap latino, urbano latino, trap",33
"french r&b, french rap",33
"hard techno, tekno, techno, gabber, acid techno",33
gen z singer-songwriter,32
"pop rap, seattle hip hop",32
"emo rap, miami hip hop, rap",32
"indie rock italiano, italian pop",32
"pinoy hip hop, tagalog rap",32
"classic j-pop, j-pop, j-rock",32
"turkish alternative rock, turkish rock",32
j-pop boy group,32
tekk,32
"cumbia pop, pop argentino",32
salsa choke,32
"finnish drill, finnish trap",32
"hip hop quebecois, rap montrealais",32
"belgian pop, french pop, variete francaise",32
egyptian viral pop,32
"dutch drill, dutch hip hop",32
k-pop ballad,32
"folk pop, manele",32
"contemporary country, country",31
"melodic drill, r&drill",31
alternative r&b,31
"colombian pop, latin viral pop",31
"r&b brasileiro, rap cearense, trap brasileiro",31
"girl group, pop, talent show",31
"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",31
"j-pop, japanese soul",31
reggaeton flow,31
"spanish hip hop, spanish pop",31
rap francais,31
"dance pop, gauze pop, pop, pop dance, uk pop",31
"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",31
bulgarian pop,31
"balkan hip hop, turbo folk",31
nz pop,31
"german cloud rap, german hip hop, hamburg hip hop",31
hip hop quebecois,31
"icelandic electronic, icelandic pop",31
"czsk hip hop, czsk viral pop, slovak hip hop",31
"adult standards, canadian pop, jazz pop, lounge",31
norwegian country,31
east coast hip hop,31
peruvian rock,31
"albanian pop, kosovan pop",31
"mexican hip hop, latin hip hop",31
neoperreo,31
"cantopop, c-pop, taiwanese pop",31
"electro corridos, dembow belico, corrido, corridos tumbados",31
"hip hop, rap, slap house",30
pop reggaeton,30
"funk consciente, funk paulista",30
slap house,30
funk mtg,30
pop rap brasileiro,30
"hip hop, pop rap",30
house,30
"belgian pop, g-house",30
"colombian pop, latin pop",30
"desi hip hop, desi trap, hindi hip hop",30
"latin pop, latin viral pop, mexican pop",30
rap ivoire,30
trot,30
funk paulista,30
"drill espanol, trap latino, trap triste, urbano espanol, urbano latino",30
"funk carioca, funk ostentacao",30
"norwegian pop, scandipop",30
indonesian hip hop,30
"arabic hip hop, french hip hop, pop urbaine, rap algerien, rap francais",30
"russian hip hop, zhenskiy rep",30
"melodipop, swedish pop",30
"baltic post-punk, lithuanian indie, lithuanian pop",30
talentkonkurrence,30
"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno",30
"k-pop, k-rap, korean r&b",30
"hungarian rock, magyar alternative",30
"italian hip hop, r&b italiano",30
"afrobeats, alte, nigerian pop",30
talentkonkurranse,30
"egyptian pop, khaleeji, mahraganat",30
"finnish pop, iskelma, finnish hip hop",30
"epadunk, norwegian pop, russelater",30
"old school hip hop, east coast hip hop",30
"italian singer-songwriter, italo dance",30
"asakaa, ghanaian hip hop, hiplife",30
"g-funk, west coast hip hop",30
"dance pop, pop, pop rap",29
"alt z, pop",29
phonk brasileiro,29
lgbtq+ hip hop,29
"deep euro house, deep house, edm, german dance, pop dance, tropical house",29
"melodic rap, trap",29
stutter house,29
classic oklahoma country,29
"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",29
electropop,29
"afrofuturismo brasileiro, brazilian hip hop, rap mineiro",29
"chinese r&b, mandopop, taiwan singer-songwriter",29
"turkce kadin rap, turkish hip hop, turkish trap",29
drill espanol,29
cueca chilena,29
russian drain,29
"austropop, german indie",29
"russian alt pop, russian electronic",29
"drill francais, french hip hop, melodic drill, pop urbaine",29
"electropop, norwegian pop",29
"egyptian alternative, egyptian pop",29
"finnish hip hop, suomi rock",29
"desi hip hop, desi pop, punjabi pop",29
"desi pop, filmi, punjabi pop",29
south african trap,29
"nederpop, hollands",29
"french r&b, pop urbaine",29
"turkish pop, arabesk",29
"afro adura, afrobeats, afrobeat, afropiano, afropop",29
"reggaeton chileno, chilean mambo, chilean trap, mambo, rkt",29
"tech house, house",29
"afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano",29
"norteno, corrido, ranchera, bolero, banda, grupera, musica mexicana",29
"piano rock, pop",28
"atl hip hop, plugg, pluggnb, rage rap, rap",28
"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",28
"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop",28
"modern salsa, salsa",28
movie tunes,28
"dutch house, dutch trance, edm, pop dance, progressive house, trance",28
"neoperreo, rap catala, rap latina, trap catala, urbano espanol, urbano latino",28
vietnamese hip hop,28
"irish singer-songwriter, modern rock, pov: indie",28
"colombian pop, musica popular colombiana",28
"vietnamese hip hop, vietnamese melodic rap, vietnamese trap",28
"indie viet, v-pop, vietnamese hip hop, vietnamese trap",28
belgian hip hop,28
"grime, uk hip hop, ukg revival",28
"big room, nordic house",28
"desi hip hop, desi trap, filmi, modern bollywood",28
"albanian hip hop, albanian pop, german hip hop, kosovan pop, turbo folk",28
"merengue, salsa",28
"turkish hip hop, turkish rock",28
"arab pop, khaleeji iraqi, khaliji",28
"finnish indie, suomi rock",28
"indonesian pop, indonesian r&b, indonesian singer-songwriter",28
"dutch pop, dutch rap pop",28
"kasi rap, south african hip hop, south african pop",28
thai rock,28
"ukrainian pop, ukrainian viral pop",28
"finnish pop, finnish rock, iskelma",28
"brazilian funk, funk pop, funk carioca, brazilian pop, brega funk",28
"finnish pop, iskelma, finnish rock",28
"afrobeats, nigerian drill, afrobeat, alte, afropiano, afropop, afro adura",28
"trap latino, trap, dembow, reggaeton",28
"rap ivoire, coupe decale, ndombolo",28
contemporary country,27
"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",27
"alternative hip hop, modern rock, rock",27
drift phonk,27
"dance pop, edm, electro house, house, pop, progressive house, uk dance",27
"dance pop, pop, talent show",27
"metropopolis, modern rock, pop",27
pop virale italiano,27
"argentine hip hop, trap argentino, trap latino, urbano latino",27
"hip hop, ohio hip hop, pop rap, rap",27
"latin pop, rap latina, reggaeton, urbano latino",27
"trap chileno, urbano chileno, urbano latino",27
"argentine rock, latin alternative, latin rock, rock en espanol",27
"banda, musica mexicana, norteno, sierreno",27
"estonian hip hop, russian hip hop, russian trap, uzbek pop",27
electro latino,27
"finnish drill, finnish hip hop",27
"bachata, bachata dominicana",27
"power metal, swedish metal, swedish power metal",27
"manchester hip hop, uk hip hop",27
pop venezolano,27
"danish pop, scandinavian r&b",27
pop costarricense,27
"russian pop, ukrainian pop",27
"lithuanian edm, lithuanian pop",27
"vallenato, vallenato moderno",27
"hip hop tuga, musica madeirense",27
mainland chinese pop,27
"arab pop, egyptian pop, shaabi",27
"arab pop, egyptian alternative, egyptian pop",27
"icelandic electronic, icelandic hip hop",27
"j-acoustic, j-pop",27
"polish alternative rap, polish hip hop",27
"t-pop, thai indie pop, thai pop",27
"mainland chinese pop, mandopop",27
"german indie, german indie pop, german pop",27
soft pop,27
afropop,27
"kizomba, zouk, kuduro",27
"mahraganat, egyptian pop, egyptian hip hop",27
"maskandi, traditional music",27
"chinese hip hop, taiwanese pop, chinese r&b, mandopop, c-pop",27
"alternative metal, nu metal, post-grunge, rap metal, rock",26
"r&b, rap, urban contemporary",26
"east coast hip hop, gangster rap, hip hop, pop rap, rap",26
"hip pop, pop",26
"hip hop, pittsburgh rap, rap",26
"belgian edm, edm, pop dance, tropical house",26
hollywood,26
"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",26
uk dance,26
"alternative rock, modern rock, permanent wave, rock",26
mollywood,26
"latin arena pop, latin pop, spanish pop, spanish pop rock",26
"frauenrap, german drill, german hip hop",26
"cancion melodica, latin pop, mariachi, musica mexicana, ranchera",26
"cumbia pop, cumbia villera",26
indie pop rap,26
"folk brasileiro, mpb, nova mpb",26
"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",26
"argentine telepop, folklore argentino, pop argentino",26
"danish electronic, scandipop",26
"israeli mediterranean, israeli pop",26
"czech pop, czsk hip hop, czsk viral pop",26
"icelandic pop, icelandic singer-songwriter",26
"norwegian hip hop, norwegian pop rap, norwegian trap",26
"folk brasileiro, musica tocantinense, nova mpb, pop lgbtq+ brasileira, pop nacional",26
"arab alternative, egyptian alternative, egyptian pop, egyptian rock",26
"chinese r&b, mandopop",26
"israeli pop, jewish pop",26
"italian hip hop, italian indie pop, italian pop, r&b italiano, rap napoletano",26
afro house,26
"trap, manele",26
"reggaeton chileno, chilean trap, chilean mambo, reggaeton",26
"merengue, bachata",26
"rap canario, trap latino, urbano latino",25
"boy band, dance pop, pop",25
"barbadian pop, pop, urban contemporary",25
dance pop,25
"funk carioca, funk das antigas, sertanejo universitario",25
indonesian r&b,25
pop rap,25
"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",25
"funk bh, funk mtg",25
"neo mellow, singer-songwriter",25
"trap brasileiro, trap funk",25
"agronejo, sertanejo pop",25
"italian pop, rome indie",25
korean r&b,25
"drill espanol, flamenco urbano, urbano espanol, urbano latino",25
"belgian indie, belgian pop",25
"agronejo, arrocha, arrochadeira, sertanejo, sertanejo universitario",25
"classic colombian pop, cumbia, musica popular colombiana",25
"dutch hip hop, ritmo kombina",25
"k-rap, korean underground rap",25
"t-pop, t-pop boy group",25
"filmi, hindi hip hop, modern bollywood",25
"russian drill, russian trap metal",25
"latvian indie, latvian pop",25
"turkish pop, turkish rock, turkish singer-songwriter",25
"finnish heavy metal, finnish metal, finnish progressive metal, finnish punk, progressive thrash, suomi rock",25
"drill italiana, italian hip hop",25
"j-idol, j-pop, j-pop girl group",25
"j-division, j-pop, j-pop boy group",25
"hip hop tuga, portuguese pop, reggae tuga",25
"moroccan pop, rai",25
"afro drill, afrobeats, nigerian pop",25
"chinese indie, mandopop, taiwan indie, taiwan pop, taiwan singer-songwriter",25
"mandopop, taiwan indie, taiwan punk",25
"karadeniz pop, turkish pop",25
musicals,25
"dansk rap, dansk pop",25
"finnish pop, finnish hip hop, iskelma",25
"afrobeats, afrobeat, afropop, afropiano, azonto, amapiano, hiplife, afroswing, afro r&b",25
"j-pop, anime",25
"argentine trap, cuarteto, cumbia",25
"canzone napoletana, concerto, italian trap, neomelodico",25
"shatta, dancehall",25
"lullaby, chanson",25
"norteno, cumbia nortena, corrido, grupera, ranchera, bolero, banda, tejano",25
"art pop, candy pop, metropopolis, pop, uk pop",24
"corrido, corridos tumbados, sierreno",24
"adult standards, easy listening, lounge, vocal jazz",24
"hard rock, metal, old school thrash, rock, thrash metal",24
rage rap,24
"brooklyn drill, melodic rap, nyc rap, rap",24
"cloud rap, emo rap, lgbtq+ hip hop",24
"pop, uk dance, uk funky",24
"indietronica, metropopolis, pop, uk pop",24
europop,24
"latin hip hop, mexican hip hop",24
"colombian pop, latin pop, latin viral pop, reggaeton colombiano",24
"funk consciente, trap brasileiro, trap funk",24
"edm, electronic trap, pop, pop dance",24
"pluggnb, rage rap",24
pop r&b,24
"funk carioca, funk ostentacao, funk pop, sertanejo universitario",24
"t-pop, t-pop girl group",24
"funk carioca, funk ostentacao, funk paulista",24
"art pop, metropopolis, nz pop, pop",24
"german pop, hamburg hip hop",24
"boy band, latin pop, reggaeton, urbano latino",24
"polish hip hop, polish pop",24
"dutch pop, nederreggae",24
nederlandse hardstyle,24
"aussie drill, london rap, melodic drill, uk hip hop",24
"danish alternative rock, danish pop, danish post-punk, danish rock",24
latin viral pop,24
"pop flamenco, spanish pop",24
classic swedish pop,24
"arab pop, mahraganat",24
"classic icelandic pop, icelandic pop, icelandic rock, icelandic singer-songwriter",24
"italian pop, pop virale italiano",24
"dutch indie, dutch pop, lustrum",24
"afro soul, kasi rap, south african hip hop, south african pop, south african trap",24
"azeri rap, turkish hip hop",24
"finnish hip hop, finnish pop, iskelma",24
"agronejo, sertanejo, sertanejo universitario, piseiro",24
"vietnamese hip hop, v-pop, vietnam indie",24
latin hip hop,24
"corrido, corridos tumbados, corridos belicos, electro corridos, dembow belico, musica mexicana",24
"celtic, ambient folk, medieval",24
"reggae, nz reggae",24
"southern hip hop, crunk",24
"funk 150 bpm, funk carioca, funk rj",23
"pagode, pagode novo",23
"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",23
"dance pop, miami hip hop, pop, pop rap",23
"trap latino, urbano espanol, urbano latino",23
"r&b, uk contemporary r&b",23
"mariachi, musica mexicana, ranchera",23
"funk carioca, funk consciente, funk mtg, funk paulista",23
"arab pop, moroccan pop, rif, shaabi",23
"eurodance, europop",23
"latin pop, pop venezolano, reggaeton, urbano latino",23
"agronejo, arrocha, arrochadeira, forro",23
"afro r&b, afrobeats, alte, nigerian pop",23
"neo mellow, pop, uk pop",23
"desi pop, punjabi hip hop, punjabi pop",23
"chicago rap, conscious hip hop, hip hop, pop rap, rap",23
"la pop, opm",23
german dance,23
"pop nacional, sertanejo, sertanejo pop, sertanejo universitario",23
new french touch,23
"entehno, laiko",23
indonesian indie,23
"czech pop, czsk hip hop, slovak hip hop",23
"forro, piseiro",23
"dakke dak, danish pop",23
"chinese indie, chinese indie rock, hong kong indie, hong kong rock, twee pop",23
"dutch indie rock, dutch pop, dutch rock",23
"classic icelandic pop, icelandic pop, icelandic rock",23
"israeli mediterranean, israeli pop, israeli singer-songwriter",23
"j-rap, josei rap",23
"kazakh hip hop, russian hip hop",23
taiwan hip hop,23
"dansk rap, dansk pop, dansktop",23
"russelater, epadunk, norwegian hip hop, norwegian pop",23
"mandopop, c-pop, taiwanese pop",23
"gujarati pop, bollywood, hindi pop, desi, gujarati garba",23
"kizomba, zouk",23
"afrobeats, afrobeat, afropiano, afropop, afro adura, afro r&b",23
"salsa choke, rkt",23
"cumbia, tropical music",23
"trap latino, urbano latino, reggaeton",23
"djent, progressive metal, groove metal, metal, death metal, mathcore",23
"g-funk, west coast hip hop, old school hip hop, gangster rap",23
"g-funk, west coast hip hop, gangster rap, old school hip hop",23
"corrido, musica mexicana, sad sierreno, sierreno",22
modern country pop,22
previa,22
"dance pop, latin pop, mexican pop",22
"hawaiian hip hop, pop rap",22
"melodic rap, mississippi hip hop, pop rap, rap, trap",22
trap italiana,22
"rap latina, trap dominicano",22
"cumbia 420, cumbia pop, previa",22
"deep turkish pop, persian pop, turkish pop",22
"latin hip hop, reggaeton, urbano latino",22
"carnaval cadiz, pop flamenco, spanish pop",22
"alternative metal, groove metal, nu metal",22
"urbano chileno, urbano latino",22
"kentucky hip hop, r&b, rap",22
musica popular colombiana,22
"latin arena pop, latin pop, spanish pop rock",22
"latin pop, mexican pop",22
"mandopop, singaporean mandopop, singaporean pop, singaporean singer-songwriter, taiwan singer-songwriter",22
"greek drill, greek trap, greek underground rap",22
"dutch house, dutch pop",22
"french hip hop, french pop, rap marseille",22
"austropop, volkspop",22
"latin pop, pop chileno",22
