Genre,TrackCount
suomirap,2
"dancehall, jamaican dancehall, traphall",2
"classic finnish rock, suomi rock",2
"finnish electro, finnish indie, finnish pop, suomi rock",2
nl folk,2
"eurodance, finnish edm",2
"canadian childrens music, childrens folk",2
"compositional ambient, post-minimalism",2
"classic finnish pop, classic finnish rock, classic iskelma, finnish pop, iskelma, suomi rock",2
"finnish indie, laulaja-lauluntekija, suomi rock",2
finnish trap,2
calypso,2
"deep pop edm, swedish tropical house",2
"anime score, japanese soundtrack",2
finlandssvenska musik,2
"classic oklahoma country, cowboy western, traditional country, yodeling",2
"rap antillais, zouk riddim",2
"chanson, french indie folk, french pop, nouvelle chanson francaise",2
"color noise, white noise",2
"french indie pop, french pop, french rock, nouvelle chanson francaise",2
"azontobeats, musique urbaine kinshasa, ndombolo, r&b francais, rumba congolaise",2
"chanson, chanson virale, french pop, french reggae, french rock",2
"etherpop, indie electropop",2
"afrobeats, afroswing, uk dancehall",2
"french hip hop, pop urbaine, rap francais, rap lyonnais",2
"cloud rap francais, french hip hop, rap calme",2
"early romantic era, german romanticism",2
"comptine, musique pour enfants",2
"chanson, vintage french electronic",2
"french hip hop, pop urbaine, r&b francais, rap marseille",2
trap antillais,2
"cloud rap francais, rap calme, rap francais",2
"drill francais, french hip hop, rap francais",2
"chanson humoristique, french rock, rap conscient",2
"belgian indie, belgian rock, french indie pop",2
"comedie musicale, french movie tunes",2
"dance pop, pop rap",2
"british singer-songwriter, cambridgeshire indie, indie folk",2
"hypertechno, nu gabber",2
"german pop, metropopolis",2
"german hip hop, german pop, turkish trap pop",2
"discofox, kolsche karneval, partyschlager, schlager",2
"antideutsche, german alternative rap",2
"cologne hip hop, german hip hop, turkish hip hop",2
"german alternative rap, hamburg hip hop",2
"covertronica, hypertechno",2
"classic schlager, schlager, volksmusik",2
"christmas instrumental, relaxative",2
"album rock, glam metal, hard rock",2
"canadian drill, canadian hip hop",2
zoomergaze,2
edmonton indie,2
"dutch pop, pop soul",2
"alternative metal, funk metal, pop rock, post-grunge",2
"canadian celtic, nl folk",2
"alberta hip hop, canadian hip hop",2
"pop catracho, raspe",2
"k-pop, korean pop, korean singer-songwriter",2
"bc underground hip hop, canadian hip hop",2
"k-pop, korean ost",2
"cantopop, chinese indie, hong kong indie",2
"dance pop, pop, post-teen pop, talent show",2
"hawaiian, slack-key guitar",2
"indie pop rap, underground hip hop",2
classic hungarian rock,2
"canadian contemporary r&b, folk-pop",2
"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",2
"classic icelandic pop, icelandic folk, icelandic pop",2
"classic icelandic pop, icelandic folk, icelandic indie, icelandic pop, icelandic rock",2
"classic icelandic pop, icelandic pop, sunnlensk tonlist",2
"icelandic folk, icelandic indie, icelandic pop, icelandic singer-songwriter, sunnlensk tonlist",2
"chill house, vapor soul",2
"adult standards, british invasion, soul, vocal jazz",2
chill phonk,2
macedonian pop,2
"deep folk metal, folk metal, icelandic metal, icelandic punk, viking metal",2
armenian pop,2
croatian pop,2
hawaiian,2
"canadian pop, canadian singer-songwriter, ectofolk, lilith, permanent wave, pop rock",2
"desi hip hop, haryanvi hip hop",2
"desi pop, pakistani electronic, pakistani pop",2
"classic kollywood, filmi",2
"desi hip hop, punjabi hip hop, punjabi pop",2
"hare krishna, modern bhajan",2
bangla pop,2
"desi emo rap, desi pop",2
"indian folk, indian indie",2
swedish electropop,2
"filmi, modern bollywood, pakistani pop",2
"desi pop, hindi indie, indian edm",2
"modern indie pop, singer-songwriter pop",2
"desi hip hop, hindi hip hop, modern bollywood",2
"classic pakistani pop, ghazal, pakistani pop, sufi",2
"arab trap, turkish trap",2
hindi indie,2
"singaporean pop, singaporean singer-songwriter",2
"indonesian folk, indonesian folk pop, indonesian indie, indonesian singer-songwriter",2
"indonesian pop rock, indonesian rock",2
"indonesian folk, semarang indie",2
"bedroom r&b, chill r&b",2
korean electronic,2
"indonesian folk, indonesian indie",2
"dangdut, dangdut koplo, javanese dangdut, lagu jawa",2
"dangdut, dangdut koplo, dangdut remix",2
"indonesian pop, javanese dangdut",2
"indonesian alternative rock, indonesian indie, indonesian indie rock",2
lagu timur,2
"classic indonesian rock, indonesian pop, indonesian pop rock",2
indonesian pop punk,2
dangdut remix,2
classic city pop,2
"k-pop boy group, k-pop reality show",2
indonesian reggae,2
"classic indonesian rock, dangdut, indonesian pop, indonesian pop rock, indonesian rock",2
"charva, deep groove house, house, uk dance",2
"bass house, house, tech house",2
irish electronic,2
"celtic, celtic rock, irish folk, irish pub song",2
irish indie,2
"chamber pop, indie folk, indie rock, indietronica, modern rock",2
auteur-compositeur-interprete quebecois,2
"emo trap italiana, italian hip hop, rap genovese, trap italiana",2
"italian indie pop, italian pop, rap napoletano, turin indie",2
"emo trap italiana, italian pop",2
"italian indie pop, italian pop, rome indie",2
"emo rap italiano, pop virale italiano",2
italian alternative,2
"rap siciliano, trap italiana",2
"gaming edm, speedrun",2
"baroque, classical, early music, italian baroque",2
"canzone napoletana, classic italian pop, italian adult pop",2
"italian alternative, italian indie pop, italian post-hardcore, rome indie",2
"italian adult pop, italian pop, italian pop rock",2
"italian adult pop, italian jazz",2
swiss rock,2
"j-pop, j-poprock, j-rock, okinawan pop",2
anime rock,2
atl trap,2
"anime rock, j-division, j-pixie, vocaloid",2
"j-idol, j-pop",2
"j-pop boy group, k-pop reality show",2
"dutch trance, edm, pop dance, progressive house, trance",2
"city pop, japanese r&b",2
"j-division, j-pop boy group",2
"classic j-pop, eurobeat, j-pop",2
"dariacore, gym phonk, hyperpop",2
classic latvian pop,2
latvian indie,2
"baltic folk, latvian folk, latvian pop",2
"dainuojamoji poezija, lithuanian indie",2
"atl trap, melodic rap",2
baltic post-punk,2
"lithuanian pop, lithuanian trap",2
"dainuojamoji poezija, lithuanian pop, sung poetry",2
"alt z, electropop, indie electropop, indie poptimism, la pop",2
"art pop, downtempo, electronica, indie soul, indietronica, shimmer pop",2
"contemporary country, country pop",2
fingerstyle,2
luxembourgian pop,2
"australian childrens music, childrens music",2
"african rock, cape town indie, folk-pop, south african pop, south african rock",2
"hip hop tuga, kuduro",2
"classic malaysian pop, keroncong, rock kapak",2
dikir barat,2
"malaysian hip hop, malaysian pop, rock kapak",2
nasyid,2
nashville singer-songwriter,2
"malay rap, malaysian hip hop, malaysian pop",2
"malay rap, malaysian hip hop, singaporean hip hop",2
"alt z, swedish pop",2
indietronica,2
australian alternative pop,2
"conscious hip hop, french hip hop",2
"kabyle, rai",2
"gen z singer-songwriter, pixel, pov: indie",2
"rap tunisien, tunisian pop",2
"belgian hip hop, rap belge, rap maroc",2
instrumental hip hop,2
"carnaval, levenslied, nederlandse hardstyle",2
"kermis, levenslied",2
"belgian hip hop, dutch drill, dutch hip hop, dutch rap pop",2
"dutch rap pop, surinamese hip hop",2
"kermis, nederlandse hardstyle",2
afro house angolano,2
"afropop, mande pop, world",2
"indie r&b, pop r&b",2
"country, country road",2
"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",2
christchurch indie,2
southern soul,2
eritrean pop,2
"dutch pop, dutch singer-songwriter",2
carnaval limburg,2
australian americana,2
"nz reggae, reggae fusion, ska jazz",2
"dubsteppe, nz hip hop, pacific islands pop",2
"classic nz pop, kiwi rock",2
"nz hip hop, pacific islands pop, polynesian hip hop",2
"nz dnb, nz electronic",2
"nz pop, pacific islands pop",2
"classic nz pop, lilith, new wave pop, nz pop, nz singer-songwriter",2
thai folk,2
"classic soul, disco, funk, philly soul, quiet storm, soul, southern soul",2
"pop quebecois, singer-songwriter pop",2
"chanson quebecois, rock quebecois",2
comedy,2
"canadian electronic, electra",2
modern indie folk,2
"canadian hip hop, ottawa rap",2
"azontobeats, bongo flava, tanzanian pop",2
"afrobeats, dancehall, ghanaian pop, hiplife",2
"dark cabaret, norwegian alternative rock, norwegian rock, rogaland indie, rogaland musikk",2
oslo indie,2
deep pop edm,2
"classic swedish pop, swedish electropop, swedish pop",2
danseband,2
"hard motivation, motivation",2
"dansband, danseband",2
"early modern classical, swedish classical",2
"alt z, indie poptimism",2
indie anthem-folk,2
"nordic folk, sami, yoik",2
"ccm, christian alternative rock, christian indie, christian music, world worship",2
"pakistani hip hop, pakistani indie",2
"pakistani pop, pakistani rock, urdu hip hop",2
"pakistani pop, urdu hip hop",2
"classic pakistani pop, pakistani pop",2
"panamanian indie, panamanian rock",2
"grupera, gruperas inmortales",2
"cumbia amazonica, cumbia peruana",2
"classic peruvian pop, musica afroperuana, musica criolla, peruvian rock",2
"chicha, classic peruvian pop, cumbia amazonica, cumbia peruana, peruvian indie, reggae peruano",2
"pinoy alternative rap, pinoy hip hop, pinoy r&b, tagalog rap",2
"opm, pinoy pop punk, pinoy rock",2
pinoy singer-songwriter,2
"pinoy alternative rap, pinoy hip hop, tagalog rap",2
chill beats,2
"jewish pop, polish hip hop",2
"polish alternative rap, polish trap",2
"classic disco polo, disco polo",2
anime cv,2
"kompa, kompa gouyad",2
russian electronic,2
"compositional ambient, electronica, neoclassical darkwave",2
"glam rock, modern alternative rock",2
"indietronica, modern alternative rock, modern rock, shimmer pop",2
"folk-pop, seattle indie, stomp and holler",2
"chamber pop, indie folk, stomp and holler, swedish americana, swedish singer-songwriter",2
"indie folk, stomp and holler",2
"hip hop tuga, morna",2
"kizomba, kizomba antigas, musica angolana",2
"hip hop tuga, rap tuga underground",2
"drill tuga, hip hop tuga, rap criolo, trap tuga",2
"fado, portuguese indie, portuguese rock",2
"musica angolana, trap angolano",2
"drill tuga, hip hop tuga",2
"fado, portuguese rock",2
"fado, musica de intervencao, portuguese rock",2
"hip hop tuga, portuguese pop, portuguese rock",2
"american folk revival, folk, folk rock, singer-songwriter",2
"manele, muzica etno",2
"rap moldovenesc, romanian pop",2
muzica moldoveneasca,2
"romanian pop, romanian trap",2
russian grime,2
"russian emo rap, russian trap",2
"arab pop, classic arab pop, lebanese pop",2
anthem worship,2
"arab alternative, lebanese indie",2
trance brasileiro,2
"cloud rap, dark trap, florida rap",2
"trap, viral rap, viral trap",2
"gym phonk, meme",2
"sad lo-fi, slowed and reverb, sped up",2
"classic arab pop, microtonal",2
"chasidic pop, jewish pop",2
"bhangra, punjabi pop",2
"chanson quebecois, prog quebec",2
calming instrumental,2
czsk emo rap,2
"slovak indie, slovak pop",2
"baroque, classical, early music, english baroque, german baroque",2
"classic soul, funk, motown, p funk, soul",2
"afro soul, deep house, kwaito, south african house, south african pop",2
"barcadi, quantum sound",2
"afrikaans gqom, afrikaans hip hop",2
"south african alternative, south african pop",2
kinderliedjies,2
"afrikaans, afrikaans hip hop, cape town indie",2
"afro soul, gqom, kwaito, south african house, south african pop",2
kwaito,2
"african rock, afrikaans, south african pop, south african rock",2
"african rock, afropop",2
"afrikaans, afrikaans hip hop",2
"afro soul, afropop, kwaito, south african pop, south african pop dance",2
"african rock, south african pop",2
"korean pop, korean singer-songwriter",2
"k-indie, korean indie rock",2
"deep disco house, melodic house",2
"korean indie folk, korean r&b",2
korean electropop,2
"joseon pop, korean singer-songwriter",2
"swedish hip hop, swedish reggae, swedish trap pop",2
"danspunk, swedish alternative rock",2
"electro house, progressive electro house",2
"swedish hip hop, swedish pop rap",2
"melodipop, orebro indie",2
"swedish americana, swedish indie folk, swedish indie pop",2
"norrbotten indie, sami, swedish hip hop, swedish pop",2
norrlandsk hip hop,2
"classic swedish pop, scandinavian r&b, swedish soul",2
swedish jazz,2
"swedish electropop, swedish indie rock",2
"stoner metal, swedish alternative rock",2
"alberta country, canadian contemporary country, canadian country, contemporary country, country road, modern country rock",2
swedish singer-songwriter,2
"swedish drill, swedish gangsta rap, swedish hip hop, swedish trap pop",2
"swedish hip hop, swedish reggae",2
"swedish alternative rock, swedish pop",2
"contemporary jazz, ecm-style jazz, german jazz, jazz trio, modern jazz trio, norwegian jazz, swedish jazz",2
"swedish electropop, swedish indie pop, swedish pop",2
"disco house, vocal house",2
"classic swedish pop, svensk progg",2
"classic swedish pop, swedish jazz, swedish pop, swedish soul",2
"swiss indie, swiss pop",2
chinese soundtrack,2
chinese idol pop,2
classic k-pop,2
"chinese hip hop, sichuanese hip hop",2
"chinese electropop, chinese indie, taiwan indie, taiwan pop",2
taiwan idol pop,2
"glam metal, rock",2
"acoustic pop, british singer-songwriter, indie folk, stomp and holler",2
"folk-pop, pov: indie, san marcos tx indie, stomp and holler",2
classic turkish pop,2
"turkish alternative, turkish modern jazz, turkish pop, turkish rock",2
"new school turkce rap, turkish trap",2
"classic turkish pop, turkish jazz, turkish modern jazz",2
"turkce slow sarkilar, turkish rock",2
"turkce trap metal, turkish hip hop, turkish trap",2
"turkish alt pop, turkish hip hop, turkish trap",2
"anadolu rock, arabesk, turkish folk",2
"turkish pop, uzbek pop",2
turkish alternative,2
"dutch indie, turkish psych",2
"cologne hip hop, slow game",2
"turkish pop, turkish psych",2
turkish psych,2
"alternative rock, boston rock, permanent wave, rock",2
"qanun, turkish instrumental",2
"turkish folk, turkish jazz, turkish rock",2
ukrainian folk,2
"argentine rock, reggae uruguayo, rock uruguayo",2
"rap underground argentino, rap uruguayo",2
"musique pour enfant quebecois, musique pour enfants",2
men chika,2
"french tech house, french techno, tech house",2
"australian rock, new romantic",2
"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",2
"partyschlager, schlager",2
"deep house, electra, house, melodic house, progressive house, swiss pop",2
"russian alt pop, russian pop, russian synthpop",2
"russian alt pop, russian electronic, zhenskiy rep",2
"classic russian rock, russian punk, russian rock",2
"krushfunk, sped up",2
"russian dance, russian hip hop, russian viral rap",2
"russian viral pop, russian viral rap",2
"gypsy punk, russian alt pop, russian folk rock",2
"classic russian pop, russian pop, russian rock",2
russian witch house,2
"russian alt pop, ukrainian indie",2
"classic russian rock, russian alternative rock, russian rock",2
"russian pop, russian viral pop",2
detskie pesni,2
"belgian pop, classic belgian pop",2
"indie quebecois, rock quebecois",2
"chinese audiophile, chinese jazz, mandopop, taiwan singer-songwriter",2
chanson humoristique,2
"canadian celtic, trad quebecois",2
"czech folk, czech pop, czech rock, czech singer-songwriter",2
"reggaeton flow, trap boricua, trap latino, urbano latino",2
"ecuadorian pop, urbano ecuatoriano",2
"egyptian viral pop, shaabi",2
"grupera, musica mexicana",2
"cloud rap, glitchcore",2
"estonian indie, estonian pop",2
"finnish post-punk, suomi rock",2
"finnish idol pop, finnish pop, iskelma, laulaja-lauluntekija, musiikkia lapsille",2
"canadian latin, canadian pop, dance pop, pop",2
"r&b francais, rap marseille",2
"c-pop, cantopop, classic cantopop, hong kong rock",2
"c-pop, classic cantopop",2
"hungarian pop, magyar retro dance",2
"arab alternative, palestinian pop",2
bhangra,2
"bhojpuri folk, bhojpuri pop, classic bollywood, filmi, maithili",2
"dangdut, indonesian pop",2
albanian alternative,2
"electra, italian techno",2
"j-pop, j-punk, j-rock, japanese punk rock, okinawan pop",2
"japanese pop rap, japanese teen pop",2
"hyperpop, japanese dance pop, japanese electropop",2
"anime rock, j-pixie, vocaloid",2
okinawan pop,2
j-acoustic,2
"j-rock, japanese underground rap",2
"j-idol, japanese electropop",2
"japanese folk, japanese singer-songwriter",2
"kazakh indie, kazakh pop, russian alt pop",2
"kavkaz, russian gangster rap, russian hip hop",2
"aggressive phonk, gym phonk, polish phonk",2
baltic choir,2
"chinese viral pop, mainland chinese pop, zhongguo feng",2
"belgian hip hop, rap belge",2
"christmas product, muziek voor kinderen",2
"afrobeats, azontobeats",2
kuduro,2
polish rock,2
"russian grime, russian trap",2
"khaleeji iraqi, khaliji, yemeni pop",2
oud,2
"ukrainian hip hop, ukrainian viral pop",2
"chinese viral pop, mainland chinese pop, mandopop",2
"haitian gospel, naija worship, sda a cappella, south african choral, south african gospel, world worship",2
clap and tap,2
"ccm, christian alternative rock, christian music, worship",2
"t-pop, thai bl ost",2
"classic swedish pop, vintage swedish pop",2
"chinese indie, taiwan indie, taiwan singer-songwriter",2
taiwan rock,2
"chinese jazz, mainland chinese pop",2
"chinese r&b, malaysian mandopop, mandopop",2
"chinese r&b, taiwan indie, taiwan pop",2
"chinese reggae, mandopop, taiwan pop, taiwanese indigenous music",2
"chinese indie, taiwan pop",2
"chinese r&b, taiwan pop",2
"chinese electropop, chinese idol pop, mainland chinese pop, mandopop",2
"chinese indie, taiwan rock",2
"chinese idol pop, mainland chinese pop",2
"thai indie pop, thai indie rock, thai pop",2
"thai folk pop, thai rock",2
"thai indie rock, thai pop, thai rock",2
thai vtuber,2
"thai pop, thai teen pop",2
"thai folk pop, thai pop",2
"v-pop, vietnamese hip hop, vietnamese singer-songwriter",2
"v-pop, vietnamese melodic rap",2
"classical, early avant garde, early modern classical, impressionism, post-romantic era",2
"v-pop, viet remix",2
"cantopop, chinese electropop",2
"maskandi, sepedi pop",2
"bedroom pop, la indie",2
australian indie rock,2
"basshall, moombahton, shatta",2
"krushfunk, polish phonk",2
modern dream pop,2
"pop argentino, urbano latino",2
drill dominicano,2
"nyc rap, trap latino",2
nigerian hip hop,2
"etherpop, metropopolis",2
"dutch rap pop, r&drill",2
"electro latino, latin hip hop, latin pop, urbano latino",2
"modern blues, modern blues rock",2
"adult standards, easy listening, lounge, swing",2
norteno,2
"hip pop, pop rap, r&b, southern hip hop, trap, urban contemporary",2
"canadian hip hop, toronto rap, viral trap",2
organic house,2
q-pop,2
noel quebecois,2
"cumbia peruana, salsa peruana",2
doo-wop,2
"amapiano, afropiano, afrobeats, afrobeat, afro adura",2
"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop",2
"german hip hop, cloud rap",2
"piseiro, forro, arrocha, seresta, brega",2
"agronejo, sertanejo",2
"sertanejo, agronejo, sertanejo universitario, arrocha",2
"sertanejo, arrocha, seresta, forro",2
"outlaw country, classic country, country, traditional country, honky tonk",2
"latin hip hop, rap",2
"mahraganat, egyptian hip hop",2
"german indie, german hip hop, german indie pop",2
"german pop, christmas",2
"cantopop, chinese hip hop",2
"punjabi pop, bhangra",2
"neomelodico, canzone napoletana, italian trap",2
"corridos tumbados, corrido, corridos belicos, sad sierreno, sierreno, banda, musica mexicana",2
"moroccan chaabi, rai, moroccan pop",2
"kuduro, kizomba, afro house",2
"afro adura, afrobeats, afro soul, afro r&b, afrobeat, afropop",2
"nigerian drill, afro adura",2
"alte, afrobeats, afrobeat, nigerian drill, afropop, afropiano, afro adura, afro r&b, afro soul, afroswing",2
"russelater, norwegian hip hop",2
"punjabi hip hop, desi hip hop, punjabi pop, hindi hip hop, bhangra",2
"qawwali, ghazal, sufi",2
"opm, harana, p-pop",2
"maskandi, afropop",2
"afropop, amapiano, afro soul, gqom",2
"flamenco, flamenco pop, flamenco urbano",2
"thai rock, thai pop, phleng phuea chiwit, luk thung, southern thai music",2
"thai rock, southern thai music, phleng phuea chiwit, thai pop, luk thung, t-pop",2
taiwanese pop,2
"thai rock, thai pop, t-pop, phleng phuea chiwit",2
"anatolian rock, arabesk",2
"luk thung, thai pop, thai rock, t-pop, southern thai music, phleng phuea chiwit",2
"rkt, turreo, cuarteto, cumbia",2
"v-pop, vinahouse, vietnamese lo-fi",2
"philly soul, disco, chicago house, post-disco, disco house",2
"finnish hip hop, finnish pop, finnish rock",2
"haryanvi pop, punjabi hip hop, desi hip hop",2
"alte, afrobeats, afrobeat, afropop, afropiano, afro adura, afro r&b, afro soul, afroswing",2
"russelater, epadunk, norwegian hip hop",2
"salsa, timba, latin jazz",2
"afrobeats, afroswing, uk drill, afrobeat",2
"opm, pinoy indie, harana, kundiman",2
"pagode, samba, sertanejo, piseiro",2
"seresta, arrocha, forro, brega, piseiro, sertanejo",2
"reggaeton chileno, chilean mambo, chilean trap, rkt, mambo, turreo",2
"cloud rap, space music",2
"afro soul, afrobeat",2
"uk drill, drill",2
"corrido, corridos belicos, corridos tumbados, electro corridos, banda, sad sierreno, sierreno, musica mexicana",2
"pinoy indie, opm, harana, kundiman",2
swedish ballads,2
"gqom, amapiano",2
"forro, sertanejo, piseiro, arrocha, sertanejo universitario",2
"russelater, norwegian rap, norwegian pop, epadunk",2
"russelater, norwegian rap, norwegian pop",2
"grupera, cumbia nortena, norteno, tejano",2
"taiwanese pop, mandopop, chinese hip hop, c-pop",2
"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",2
"gospel, afro soul, afropop, african gospel",2
"chinese r&b, c-pop, mandopop, taiwanese pop, chinese hip hop",2
"salsa, salsa romantica",2
"asakaa, hiplife, afrobeats, afrobeat, afropop, afroswing",2
"phleng phuea chiwit, luk thung, southern thai music, thai rock, thai pop",2
"rai, moroccan chaabi, gnawa",2
"funk, brazilian funk, funk carioca, funk pop, funk melody",2
"afrobeats, afrobeat",2
neue deutsche welle,2
"italian trap, mambo",2
"piseiro, forro, sertanejo, arrocha, brega",2
"qawwali, sufi, ghazal, desi",2
"amapiano, gqom, afropop, afro soul",2
"piseiro, forro, sertanejo, arrocha, sertanejo universitario",2
"cantopop, mandopop, c-pop",2
"electro corridos, corrido, dembow, corridos tumbados, reggaeton mexa, corridos belicos",2
"sufi, desi",2
"v-pop, vietnamese lo-fi, vinahouse, vietnam indie",2
"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",2
"afropop, afro soul, gqom",2
"amapiano, gqom, afrobeats, afro house",2
"variete francaise, french pop, chanson",2
"melbourne bounce, big room",2
"turkish pop, karadeniz folk, t-pop",2
"salsa, salsa romantica, merengue, bachata, latin, latin pop",2
"classical, requiem, opera, classical piano, chamber music",2
"country, red dirt, texas country, country rock",2
"brazilian bass, electronic, slap house, electro house",2
"thai rock, thai pop, phleng phuea chiwit, t-pop, southern thai music",2
"mandopop, taiwanese pop, chinese r&b, c-pop",2
"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",2
"malay, indonesian pop",2
"arrocha, piseiro, seresta, forro",2
"reggaeton chileno, chilean trap, chilean mambo, mambo, rkt, reggaeton",2
traditional music,2
"thai hip hop, t-pop, thai pop, thai trap",2
"spanish-language reggae, bachata",2
"c-pop, mandopop, gufeng, chinese r&b",2
"turkish pop, anatolian rock",2
"turkish pop, t-pop, arabesk, oyun havasi",2
"indonesian indie, indorock, indie",2
"corrido, corridos tumbados, corridos belicos, electro corridos, musica mexicana",2
"indonesian pop, malay, indorock, indonesian indie",2
"funk, brazilian funk, funk carioca",2
"sholawat, khaleeji",2
"electro corridos, corrido, corridos belicos, corridos tumbados",2
"opm, pinoy rock, pinoy alternative, p-pop, harana",2
"forro, piseiro, seresta, arrocha",2
"mahraganat, khaleeji, egyptian pop, egyptian hip hop, egyptian shaabi",2
"khaleeji, egyptian pop, mahraganat, egyptian shaabi",2
"malay rap, malay, malay pop",2
"opm, harana, kundiman, pinoy indie",2
"punjabi hip hop, indian indie, punjabi pop, desi hip hop, desi, hindi indie, hindi hip hop",2
"oyun havasi, arabesk, turkish pop",2
"gufeng, mandopop, c-pop",2
"sertanejo, piseiro, sertanejo universitario",2
"trap latino, reggaeton, dembow, urbano latino",2
"nu metal, rap metal, rock, alternative metal",2
"electro corridos, corrido, corridos tumbados",2
"funk, brazilian funk, funk carioca, trap funk",2
"brazilian trap, trap, brazilian hip hop",2
"brazilian funk, funk",2
"trap latino, reggaeton, trap, urbano latino, dembow",2
"grime, uk drill",2
"lagu timur, maluku, dangdut, funkot",2
"lagu jawa, dangdut",2
"malay, malay pop, malay rap, malaysian pop",2
"afro adura, afrobeats, afrobeat, alte, afropop, afropiano, afro soul",2
"afro adura, afrobeat, afrobeats, afropiano, afropop, afro soul",2
"afrobeats, afrobeat, afropop, afropiano, afroswing, afro soul",2
"afro adura, alte, afrobeat, afro soul, afrobeats",2
"asakaa, hiplife, afrobeats, afrobeat, afropop, afropiano, afro adura",2
"russelater, norwegian pop, epadunk, norwegian hip hop",2
"desi, indian indie, hindi indie",2
"luk thung, southern thai music, thai pop, t-pop, phleng phuea chiwit, thai hip hop",2
"karadeniz folk, arabesk, turkish pop, oyun havasi",2
"flamenco, flamenco urbano",2
"moroccan rap, arabic rap, moroccan pop, egyptian hip hop",2
"texas country, country, red dirt",2
"edm, big room",2
"pop urbano, reggaeton",2
"v-pop, vinahouse, vietnam indie",2
"cumbia nortena, banda, norteno, musica mexicana, corrido, corridos tumbados, grupera, corridos belicos, tejano",2
"forro, sertanejo, piseiro, arrocha, sertanejo universitario, brega",2
"dembow, bachata, chilean trap, reggaeton chileno",2
"laiko, mizrahi",2
"bollywood, hindi hip hop, desi, hindi pop, punjabi pop, punjabi hip hop",2
"j-pop, j-r&b, anime",2
"banda, corrido, norteno, sierreno, grupera, musica mexicana, corridos belicos",2
oyun havasi,2
"afropop, afrobeats",2
"private school piano, amapiano, 3 step, gqom, afropiano, bacardi",2
"moroccan pop, rai, moroccan chaabi, moroccan rap",2
electro corridos,2
"malay, malaysian pop, malay pop, malay rap",2
"mandopop, c-pop",2
"thai rock, phleng phuea chiwit, southern thai music, thai pop, luk thung",2
"mandopop, taiwanese pop, c-pop, chinese rock, taiwanese indie, chinese indie",2
"chinese r&b, c-pop",2
"brazilian pop, nova mpb",2
pop urbano,2
"italo dance, german indie, schlager",2
"corrido, corridos belicos, corridos tumbados, banda",2
"kompa, zouk",2
"ranchera, popular colombian music, vallenato",2
"salsa, son cubano, timba",2
"salsa, latin jazz, timba",2
"rai, moroccan chaabi, moroccan pop",2
"malayalam pop, mollywood",2
pentecostal,2
"thai rock, phleng phuea chiwit, thai pop, luk thung, southern thai music",2
"mandopop, taiwanese indie, taiwanese pop, chinese indie, c-pop",2
"tropical music, merengue",2
"christian, christian hip hop, christian pop",2
"trap latino, trap, reggaeton",2
"edm, electronica, progressive house",2
"piseiro, forro, arrocha, funk de bh",2
"brazilian trap, trap funk, funk, brazilian funk, trap, funk consciente",2
"moroccan rap, arabic hip hop, moroccan pop, rai",2
"opm, pinoy indie, p-pop, harana, pinoy alternative, kundiman, pinoy rock",2
"uk drill, drill, uk grime, grime",2
"emo rap, horrorcore, cloud rap, trap metal, underground hip hop",2
"industrial metal, industrial, industrial rock, medieval metal, ebm",2
"zouk, shatta, kompa",2
"moroccan pop, moroccan rap, moroccan chaabi, rai",2
"corrido, corridos belicos, corridos tumbados, electro corridos, norteno, musica mexicana, banda, sad sierreno, dembow belico, sierreno",2
"afropiano, amapiano, afrobeat",2
"afro adura, afrobeat, afropiano",2
"afrobeats, afrobeat, afropop, afropiano, afro r&b, alte, afro soul, amapiano",2
"afrobeats, afrobeat, afropop, afro r&b, alte, afro soul, hiplife",2
"sufi, qawwali",2
"mandopop, c-pop, gufeng",2
"chinese r&b, chinese hip hop, c-pop",2
"vietnam indie, v-pop, vietnamese hip hop",2
"vinahouse, v-pop, vietnamese lo-fi",2
"hyperpop, electroclash",2
"afro adura, afrobeats, afrobeat, afro r&b, alte, afro soul, afropop",2
"hiplife, afrobeats, afrobeat, afropop, asakaa, highlife, afro adura, azonto",2
"khaleeji, moroccan pop",2
"3 step, amapiano, private school piano, gqom, afro house, afropiano",2
"dembow belico, cumbia",2
"corrido, corridos tumbados, corridos belicos, musica mexicana, sad sierreno, banda, electro corridos",2
"rock en espanol, latin rock, mexican rock, latin pop",2
"neoperreo, chilean trap",2
"trap latino, reggaeton, trap",2
"shatta, kompa, zouk, kizomba",2
"techengue, latin house",2
"afrobeats, afrobeat, afropop, azonto, hiplife, afropiano",2
"bhajan, hindi pop, devotional, bollywood",2
"disco polo, disco",2
"cumbia, electrocumbia",2
"gospel, brazilian gospel, worship, devotional",2
"rkt, guaracha, turreo, techengue",2
"french r&b, french pop, variete francaise, chanson",2
malay,2
"pop urbaine, french rap",2
"chanson quebecoise, native american music",2
"forro, piseiro, seresta",2
"moroccan pop, rai, moroccan chaabi",2
"bacardi, gqom, amapiano, afropop",2
