Genre,TrackCount,PrimaryFamily,PrimaryWeight,PrimaryConfidence,Reason
musique concrete,8,,0.0,,no_primary_family
no wave,8,,0.0,,no_primary_family
not based,8,,0.0,,no_primary_family
ozzy,8,,0.0,,no_primary_family
ozzy osbourne,8,,0.0,,no_primary_family
path,8,,0.0,,no_primary_family
performance art,8,,0.0,,no_primary_family
performance name,8,,0.0,,no_primary_family
persian,8,,0.0,,no_primary_family
picopop,8,pop,0.45,fallback,untrusted_fallback
plunderphonics,8,,0.0,,no_primary_family
pop romantico,8,pop,0.45,fallback,untrusted_fallback
progressive r & b,8,,0.0,,no_primary_family
punk-pop,8,pop,0.45,fallback,untrusted_fallback
rap feminino nacional,8,hip_hop,0.45,fallback,untrusted_fallback
reggae peruano,8,caribbean,0.45,fallback,untrusted_fallback
samba-cancao,8,brazilian,0.45,fallback,untrusted_fallback
samba-rock,8,brazilian,0.45,fallback,untrusted_fallback
session,8,,0.0,,no_primary_family
sinfonia,8,,0.0,,no_primary_family
soul shakedown party (silk's downunder mix,8,rnb_soul,0.45,fallback,untrusted_fallback
south african alternative,8,,0.0,,no_primary_family
stride,8,,0.0,,no_primary_family
swedish indie folk,8,country_folk,0.45,fallback,untrusted_fallback
swedish melodeath,8,,0.0,,no_primary_family
swiss,8,,0.0,,no_primary_family
swiss indie,8,,0.0,,no_primary_family
tabla,8,,0.0,,no_primary_family
thai bl ost,8,,0.0,,no_primary_family
the queen of soul,8,rnb_soul,0.45,fallback,untrusted_fallback
tina-turner,8,,0.0,,no_primary_family
trust,8,,0.0,,no_primary_family
turkish soundtrack,8,soundtrack_stage,0.45,fallback,untrusted_fallback
urban cowboy,8,,0.0,,no_primary_family
uzbekistan,8,,0.0,,no_primary_family
veracruz indie,8,,0.0,,no_primary_family
vincy soca,8,caribbean,0.45,fallback,untrusted_fallback
vintage italian soundtrack,8,soundtrack_stage,0.45,fallback,untrusted_fallback
vocal group,8,,0.0,,no_primary_family
wave,8,,0.0,,no_primary_family
world worship,8,gospel_spiritual,0.45,fallback,untrusted_fallback
미연,8,,0.0,,no_primary_family
민니,8,,0.0,,no_primary_family
소연,8,,0.0,,no_primary_family
수진,8,,0.0,,no_primary_family
슈화,8,,0.0,,no_primary_family
여자)아이들,8,,0.0,,no_primary_family
우기,8,,0.0,,no_primary_family
전소연,8,,0.0,,no_primary_family
큐브,8,,0.0,,no_primary_family
큐브엔터테인먼트,8,,0.0,,no_primary_family
90s r & b,7,,0.0,,no_primary_family
albanian,7,,0.0,,no_primary_family
alberta country,7,country_folk,0.45,fallback,untrusted_fallback
alemanha,7,,0.0,,no_primary_family
ambient noise wall,7,electronic,0.45,fallback,untrusted_fallback
american folk revival,7,country_folk,0.45,fallback,untrusted_fallback
appear on hong kong postage stamps,7,,0.0,,no_primary_family
ballroom vogue,7,,0.0,,no_primary_family
belarusian indie,7,,0.0,,no_primary_family
belgium,7,,0.0,,no_primary_family
bonn,7,,0.0,,no_primary_family
brazil,7,,0.0,,no_primary_family
brit funk,7,,0.0,,no_primary_family
british asian,7,,0.0,,no_primary_family
budots,7,,0.0,,no_primary_family
canadian latin,7,,0.0,,no_primary_family
canadien,7,,0.0,,no_primary_family
candy,7,,0.0,,no_primary_family
cello,7,,0.0,,no_primary_family
channel islands indie,7,,0.0,,no_primary_family
children,7,,0.0,,no_primary_family
chinese drama ost,7,,0.0,,no_primary_family
christian afrobeat,7,african,0.45,fallback,untrusted_fallback
christian indie,7,gospel_spiritual,0.45,fallback,untrusted_fallback
christian reggaeton,7,caribbean,0.45,fallback,untrusted_fallback
circuit,7,,0.0,,no_primary_family
covertronica,7,,0.0,,no_primary_family
czech folk,7,country_folk,0.45,fallback,untrusted_fallback
death by fall,7,,0.0,,no_primary_family
death by stomach cancer,7,,0.0,,no_primary_family
disney,7,,0.0,,no_primary_family
drama,7,,0.0,,no_primary_family
drill dominicano,7,hip_hop,0.45,fallback,untrusted_fallback
drummer,7,,0.0,,no_primary_family
experimental r & b,7,,0.0,,no_primary_family
fake,7,,0.0,,no_primary_family
folk quebecois,7,country_folk,0.45,fallback,untrusted_fallback
foxtown,7,,0.0,,no_primary_family
fresh,7,,0.0,,no_primary_family
futurepop,7,pop,0.45,fallback,untrusted_fallback
fvnky rimex,7,,0.0,,no_primary_family
greek indie,7,,0.0,,no_primary_family
guitar god,7,,0.0,,no_primary_family
harsh noise,7,,0.0,,no_primary_family
harsh noise wall,7,,0.0,,no_primary_family
hawaiian,7,,0.0,,no_primary_family
hebrew,7,,0.0,,no_primary_family
herleo muntu,7,,0.0,,no_primary_family
hotpack riddim,7,bass_music,0.45,fallback,untrusted_fallback
icelandic post-punk,7,rock,0.45,fallback,untrusted_fallback
indian fusion,7,,0.0,,no_primary_family
indie curitibano,7,,0.0,,no_primary_family
indonesian emo,7,rock,0.45,fallback,untrusted_fallback
j-indie,7,,0.0,,no_primary_family
jazz venezolano,7,jazz_blues,0.45,fallback,untrusted_fallback
kizomba antigas,7,caribbean,0.45,fallback,untrusted_fallback
knack am,7,,0.0,,no_primary_family
lithuanian contemporary,7,,0.0,,no_primary_family
maher zain the n1 for us,7,,0.0,,no_primary_family
manserock,7,rock,0.45,fallback,untrusted_fallback
marina the diamonds,7,,0.0,,no_primary_family
marseille,7,,0.0,,no_primary_family
maxproduction,7,,0.0,,no_primary_family
minimal synth,7,,0.0,,no_primary_family
music producer,7,,0.0,,no_primary_family
musica costena,7,,0.0,,no_primary_family
musica hondurena,7,,0.0,,no_primary_family
musica sinaloense,7,,0.0,,no_primary_family
musical advocacy,7,soundtrack_stage,0.45,fallback,untrusted_fallback
musiikkia lapsille,7,,0.0,,no_primary_family
nct,7,,0.0,,no_primary_family
nordic post-rock,7,rock,0.45,fallback,untrusted_fallback
nottingham indie,7,,0.0,,no_primary_family
novelist,7,,0.0,,no_primary_family
nsfw cover art,7,,0.0,,no_primary_family
one life,7,,0.0,,no_primary_family
persian electronic,7,electronic,0.45,fallback,untrusted_fallback
philosophical,7,,0.0,,no_primary_family
pirkanmaa,7,,0.0,,no_primary_family
playback,7,,0.0,,no_primary_family
playwright,7,,0.0,,no_primary_family
polish electronica,7,electronic,0.45,fallback,untrusted_fallback
pop emo,7,pop,0.45,fallback,untrusted_fallback
powerviolence,7,,0.0,,no_primary_family
queercore,7,,0.0,,no_primary_family
rap cristiano,7,hip_hop,0.45,fallback,untrusted_fallback
rap italiano old school,7,hip_hop,0.45,fallback,untrusted_fallback
rautalanka,7,,0.0,,no_primary_family
rock brasiliense,7,rock,0.45,fallback,untrusted_fallback
romancier,7,,0.0,,no_primary_family
russian synthpop,7,pop,0.45,fallback,untrusted_fallback
scorecore,7,,0.0,,no_primary_family
shornbeats,7,,0.0,,no_primary_family
songs,7,,0.0,,no_primary_family
soulful,7,rnb_soul,0.45,fallback,untrusted_fallback
south carolina,7,,0.0,,no_primary_family
sovietwave,7,,0.0,,no_primary_family
stomp and flutter,7,,0.0,,no_primary_family
strut,7,,0.0,,no_primary_family
talentschau,7,,0.0,,no_primary_family
the allman brothers band,7,,0.0,,no_primary_family
trap pesado,7,hip_hop,0.45,fallback,untrusted_fallback
traprun,7,hip_hop,0.45,fallback,untrusted_fallback
ttrpg,7,,0.0,,no_primary_family
tunisie,7,,0.0,,no_primary_family
ufw,7,,0.0,,no_primary_family
underground,7,,0.0,,no_primary_family
viola da gamba,7,,0.0,,no_primary_family
violin,7,,0.0,,no_primary_family
virtual group,7,,0.0,,no_primary_family
weird america,7,,0.0,,no_primary_family
wrong,7,,0.0,,no_primary_family
yg family,7,,0.0,,no_primary_family
ylojarvi,7,,0.0,,no_primary_family
zoomergaze,7,,0.0,,no_primary_family
zouk riddim,7,bass_music,0.45,fallback,untrusted_fallback
александр горячев,7,,0.0,,no_primary_family
даваидаша,7,,0.0,,no_primary_family
+finland (helsinki,6,,0.0,,no_primary_family
1990s hong kong debut,6,,0.0,,no_primary_family
19th century,6,,0.0,,no_primary_family
adult alternative,6,,0.0,,no_primary_family
afrikaans gqom,6,african,0.45,fallback,untrusted_fallback
akiba-pop,6,pop,0.45,fallback,untrusted_fallback
ambient lo-fi,6,electronic,0.45,fallback,untrusted_fallback
arcangel,6,,0.0,,no_primary_family
balearic,6,,0.0,,no_primary_family
baltimore club,6,,0.0,,no_primary_family
belo horizonte indie,6,,0.0,,no_primary_family
bisrock,6,rock,0.45,fallback,untrusted_fallback
boogaloo,6,,0.0,,no_primary_family
boogie-woogie,6,,0.0,,no_primary_family
boom bap brasileiro,6,hip_hop,0.45,fallback,untrusted_fallback
bop,6,,0.0,,no_primary_family
broken,6,,0.0,,no_primary_family
candombe beat,6,latin_tropical,0.45,fallback,untrusted_fallback
cape town indie,6,,0.0,,no_primary_family
cartoon,6,,0.0,,no_primary_family
castlevania,6,,0.0,,no_primary_family
catholic music,6,,0.0,,no_primary_family
classic girl group,6,pop,0.45,fallback,untrusted_fallback
classic k-pop,6,pop,0.45,fallback,untrusted_fallback
club dance,6,,0.0,,no_primary_family
cowboy western,6,,0.0,,no_primary_family
creation records,6,,0.0,,no_primary_family
czech composer,6,,0.0,,no_primary_family
czech singer-songwriter,6,country_folk,0.45,fallback,untrusted_fallback
dan dan,6,,0.0,,no_primary_family
dance music hall of fame,6,,0.0,,no_primary_family
death by poison,6,,0.0,,no_primary_family
deep tech,6,,0.0,,no_primary_family
delete,6,,0.0,,no_primary_family
deltarune,6,,0.0,,no_primary_family
denmark,6,,0.0,,no_primary_family
denpa,6,,0.0,,no_primary_family
dmv,6,,0.0,,no_primary_family
duran,6,,0.0,,no_primary_family
early 20th century,6,,0.0,,no_primary_family
east coast hip-hop,6,,0.0,,no_primary_family
edmonton indie,6,electronic,0.45,fallback,untrusted_fallback
electro-soul,6,electronic,0.45,fallback,untrusted_fallback
electroacoustic,6,electronic,0.45,fallback,untrusted_fallback
emo trap italiana,6,hip_hop,0.45,fallback,untrusted_fallback
entekhno,6,,0.0,,no_primary_family
eurovision song contest 1985,6,,0.0,,no_primary_family
filthstep,6,,0.0,,no_primary_family
fransk,6,,0.0,,no_primary_family
funk soul,6,rnb_soul,0.45,fallback,untrusted_fallback
gaelic,6,,0.0,,no_primary_family
gaming dubstep,6,bass_music,0.45,fallback,untrusted_fallback
grupero romantico,6,,0.0,,no_primary_family
hoerspiel,6,,0.0,,no_primary_family
huapango,6,,0.0,,no_primary_family
hungarian folk,6,country_folk,0.45,fallback,untrusted_fallback
impressionist,6,,0.0,,no_primary_family
impro for vomir,6,,0.0,,no_primary_family
indiecoustica,6,,0.0,,no_primary_family
indus,6,,0.0,,no_primary_family
j-metal,6,metal,0.45,fallback,untrusted_fallback
jakim,6,,0.0,,no_primary_family
kizomba cabo-verdiana,6,caribbean,0.45,fallback,untrusted_fallback
korean ballad,6,pop,0.45,fallback,untrusted_fallback
latin funk,6,,0.0,,no_primary_family
limerick indie,6,,0.0,,no_primary_family
lyrical genius,6,,0.0,,no_primary_family
malang indie,6,,0.0,,no_primary_family
mento,6,,0.0,,no_primary_family
merge into anon or another [spa,6,,0.0,,no_primary_family
mod,6,,0.0,,no_primary_family
moe song,6,,0.0,,no_primary_family
music critic,6,,0.0,,no_primary_family
musica catalana,6,,0.0,,no_primary_family
musical theater,6,soundtrack_stage,0.45,fallback,untrusted_fallback
muzika yehudit mekorit,6,,0.0,,no_primary_family
narcocorrido,6,regional_mexican,0.45,fallback,untrusted_fallback
needs merging into [anonymous,6,,0.0,,no_primary_family
needs merging into anon.,6,,0.0,,no_primary_family
nengo flow,6,,0.0,,no_primary_family
never use this,6,,0.0,,no_primary_family
new age piano,6,,0.0,,no_primary_family
new prog,6,,0.0,,no_primary_family
new romantics,6,,0.0,,no_primary_family
new weird america,6,,0.0,,no_primary_family
nl folk,6,country_folk,0.45,fallback,untrusted_fallback
norrbotten indie,6,,0.0,,no_primary_family
nuevo cancionero,6,,0.0,,no_primary_family
okinawan folk,6,country_folk,0.45,fallback,untrusted_fallback
organic electronic,6,electronic,0.45,fallback,untrusted_fallback
oriental,6,,0.0,,no_primary_family
outsider,6,,0.0,,no_primary_family
p funk,6,,0.0,,no_primary_family
pakistani folk,6,country_folk,0.45,fallback,untrusted_fallback
palm desert scene,6,,0.0,,no_primary_family
philly indie,6,,0.0,,no_primary_family
piratenmuziek,6,,0.0,,no_primary_family
please dont use this,6,,0.0,,no_primary_family
polca paraguaya,6,,0.0,,no_primary_family
polish post-punk,6,rock,0.45,fallback,untrusted_fallback
porro,6,,0.0,,no_primary_family
probably needs merging,6,,0.0,,no_primary_family
progressive bluegrass,6,country_folk,0.45,fallback,untrusted_fallback
punk tuga,6,rock,0.45,fallback,untrusted_fallback
radioman,6,,0.0,,no_primary_family
rap baixada fluminense,6,hip_hop,0.45,fallback,untrusted_fallback
regional mexican,6,,0.0,,no_primary_family
religious garbage,6,,0.0,,no_primary_family
rock musical,6,rock,0.45,fallback,untrusted_fallback
romanian musician,6,,0.0,,no_primary_family
samba-jazz,6,brazilian,0.45,fallback,untrusted_fallback
scientology,6,,0.0,,no_primary_family
seriously,6,,0.0,,no_primary_family
simon rattle,6,,0.0,,no_primary_family
sleep,6,,0.0,,no_primary_family
sm,6,,0.0,,no_primary_family
spy,6,,0.0,,no_primary_family
sri lanka,6,,0.0,,no_primary_family
stephen kovacevich*-beethovestephen kovacevich plays beethoven,6,,0.0,,no_primary_family
sung poetry,6,,0.0,,no_primary_family
symbolist,6,,0.0,,no_primary_family
synthesizer,6,,0.0,,no_primary_family
taarab,6,middle_eastern,0.45,fallback,untrusted_fallback
tantrumjas,6,,0.0,,no_primary_family
techno hardcore,6,metal,0.45,fallback,untrusted_fallback
thailand,6,,0.0,,no_primary_family
tilson,6,,0.0,,no_primary_family
transpop,6,pop,0.45,fallback,untrusted_fallback
trap peruano,6,hip_hop,0.45,fallback,untrusted_fallback
troll,6,,0.0,,no_primary_family
uk hardcore,6,metal,0.45,fallback,untrusted_fallback
undertale,6,,0.0,,no_primary_family
vegas indie,6,,0.0,,no_primary_family
viet remix,6,,0.0,,no_primary_family
vietnamese,6,,0.0,,no_primary_family
virtual youtuber,6,,0.0,,no_primary_family
von weber,6,,0.0,,no_primary_family
washington indie,6,,0.0,,no_primary_family
worldwide,6,,0.0,,no_primary_family
x factor,6,,0.0,,no_primary_family
ابو اصيل,6,,0.0,,no_primary_family
ابو بكر سالم,6,,0.0,,no_primary_family
ابو بكر سالم بلفقيه,6,,0.0,,no_primary_family
اغاني يمنية,6,,0.0,,no_primary_family
محضاريات,6,,0.0,,no_primary_family
3a46633b-26ed-4418-a029-ab77de3ccfae,5,,0.0,,no_primary_family
60th anniversary,5,,0.0,,no_primary_family
abdu kiar,5,,0.0,,no_primary_family
ace of base,5,,0.0,,no_primary_family
addis ababa,5,,0.0,,no_primary_family
al-qaysar,5,,0.0,,no_primary_family
amharic music,5,,0.0,,no_primary_family
anarchiste,5,,0.0,,no_primary_family
anarcho-punk,5,rock,0.45,fallback,untrusted_fallback
andrews sisters,5,,0.0,,no_primary_family
anime score,5,soundtrack_stage,0.45,fallback,untrusted_fallback
anthony newman,5,,0.0,,no_primary_family
anxious,5,,0.0,,no_primary_family
appalachian folk,5,country_folk,0.45,fallback,untrusted_fallback
ara music,5,,0.0,,no_primary_family
arab electronic,5,electronic,0.45,fallback,untrusted_fallback
armenian,5,,0.0,,no_primary_family
athens,5,,0.0,,no_primary_family
atlantic,5,,0.0,,no_primary_family
austin city limits,5,,0.0,,no_primary_family
austindie,5,,0.0,,no_primary_family
australian singer-songwriter,5,country_folk,0.45,fallback,untrusted_fallback
azeri traditional,5,,0.0,,no_primary_family
bad music,5,,0.0,,no_primary_family
bergen indie,5,,0.0,,no_primary_family
bexleyheath,5,,0.0,,no_primary_family
bluegrass country alternative,5,country_folk,0.45,fallback,untrusted_fallback
brega paraense,5,brazilian,0.45,fallback,untrusted_fallback
c86,5,,0.0,,no_primary_family
cantautora argentina,5,,0.0,,no_primary_family
changes,5,,0.0,,no_primary_family
christian lo-fi,5,gospel_spiritual,0.45,fallback,untrusted_fallback
classical tenor,5,classical,0.45,fallback,untrusted_fallback
clean,5,,0.0,,no_primary_family
collective pseudonym,5,,0.0,,no_primary_family
contemporary bluegrass,5,country_folk,0.45,fallback,untrusted_fallback
crash,5,,0.0,,no_primary_family
czsk electropop,5,electronic,0.45,fallback,untrusted_fallback
dark psytrance,5,trance,0.45,fallback,untrusted_fallback
death by liver failure,5,,0.0,,no_primary_family
detroit trap brasileiro,5,hip_hop,0.45,fallback,untrusted_fallback
dinamo,5,,0.0,,no_primary_family
drill tuga,5,hip_hop,0.45,fallback,untrusted_fallback
easycore,5,,0.0,,no_primary_family
electronicore,5,electronic,0.45,fallback,untrusted_fallback
en public,5,,0.0,,no_primary_family
ethiopian music,5,,0.0,,no_primary_family
ethiopian singer,5,,0.0,,no_primary_family
faul,5,,0.0,,no_primary_family
faul & wad,5,,0.0,,no_primary_family
faul & wad ad,5,,0.0,,no_primary_family
faulandwad,5,,0.0,,no_primary_family
faulandwadad,5,,0.0,,no_primary_family
faulmusic,5,,0.0,,no_primary_family
folk music,5,country_folk,0.45,fallback,untrusted_fallback
folkmusik,5,country_folk,0.45,fallback,untrusted_fallback
football,5,,0.0,,no_primary_family
forest psytrance,5,trance,0.45,fallback,untrusted_fallback
fourth world,5,,0.0,,no_primary_family
freak folk,5,country_folk,0.45,fallback,untrusted_fallback
funk-rock,5,rock,0.45,fallback,untrusted_fallback
game composer,5,,0.0,,no_primary_family
gen z,5,,0.0,,no_primary_family
georgia,5,,0.0,,no_primary_family
german baroque,5,classical,0.45,fallback,untrusted_fallback
gothenburg,5,,0.0,,no_primary_family
greenville,5,,0.0,,no_primary_family
gregorian dance,5,,0.0,,no_primary_family
hair band,5,,0.0,,no_primary_family
harlem renaissance,5,,0.0,,no_primary_family
healing hz,5,,0.0,,no_primary_family
heavenly voice,5,,0.0,,no_primary_family
hijo de la luna,5,,0.0,,no_primary_family
hillsong,5,,0.0,,no_primary_family
hollywood records,5,,0.0,,no_primary_family
horbuchserie,5,,0.0,,no_primary_family
icelandic experimental,5,,0.0,,no_primary_family
indian lo-fi,5,,0.0,,no_primary_family
indie siciliano,5,,0.0,,no_primary_family
intelligent dance music,5,,0.0,,no_primary_family
isle of wight,5,,0.0,,no_primary_family
italian classic,5,,0.0,,no_primary_family
james levine,5,,0.0,,no_primary_family
jazz trumpet,5,jazz_blues,0.45,fallback,untrusted_fallback
jeepster,5,,0.0,,no_primary_family
jovem guarda,5,,0.0,,no_primary_family
kabarett,5,,0.0,,no_primary_family
kent,5,,0.0,,no_primary_family
khiar,5,,0.0,,no_primary_family
kids,5,,0.0,,no_primary_family
kiyar,5,,0.0,,no_primary_family
kompa gouyad,5,caribbean,0.45,fallback,untrusted_fallback
la luz,5,,0.0,,no_primary_family
lata-mangeshkar,5,,0.0,,no_primary_family
latin freestyle,5,,0.0,,no_primary_family
leipzig electronic,5,electronic,0.45,fallback,untrusted_fallback
library music,5,,0.0,,no_primary_family
list,5,,0.0,,no_primary_family
loren maazel,5,,0.0,,no_primary_family
lucy,5,,0.0,,no_primary_family
lukas graham,5,,0.0,,no_primary_family
lund indie,5,,0.0,,no_primary_family
marketing lebsians,5,,0.0,,no_primary_family
melbourne shuffle,5,,0.0,,no_primary_family
merkato sefere,5,,0.0,,no_primary_family
microhouse,5,house,0.45,fallback,untrusted_fallback
minew shewa,5,,0.0,,no_primary_family
misanthropy,5,,0.0,,no_primary_family
missing va releases,5,,0.0,,no_primary_family
mobb music,5,,0.0,,no_primary_family
modern jazz piano,5,jazz_blues,0.45,fallback,untrusted_fallback
modern laiko,5,middle_eastern,0.45,fallback,untrusted_fallback
modinha,5,,0.0,,no_primary_family
monaco,5,,0.0,,no_primary_family
monegasque,5,,0.0,,no_primary_family
mongolian rock band,5,rock,0.45,fallback,untrusted_fallback
montreal indie,5,,0.0,,no_primary_family
mumm der kopflose,5,,0.0,,no_primary_family
murcia indie,5,,0.0,,no_primary_family
murdered,5,,0.0,,no_primary_family
musica andina colombiana,5,,0.0,,no_primary_family
musica aragonesa,5,,0.0,,no_primary_family
musique pour enfants,5,,0.0,,no_primary_family
neighbours,5,,0.0,,no_primary_family
new weird finland,5,,0.0,,no_primary_family
nihilism,5,,0.0,,no_primary_family
no doubt,5,,0.0,,no_primary_family
noah cyrus,5,,0.0,,no_primary_family
noisegrind,5,,0.0,,no_primary_family
northern ireland,5,,0.0,,no_primary_family
observational comedy,5,,0.0,,no_primary_family
oi,5,,0.0,,no_primary_family
paisa,5,,0.0,,no_primary_family
peace,5,,0.0,,no_primary_family
pennsylvania,5,,0.0,,no_primary_family
peruvian indie,5,,0.0,,no_primary_family
pittsburgh symphony orchestra,5,,0.0,,no_primary_family
play,5,,0.0,,no_primary_family
pnau,5,,0.0,,no_primary_family
poezja spiewana,5,,0.0,,no_primary_family
polish phonk,5,hip_hop,0.45,fallback,untrusted_fallback
post-alternative,5,,0.0,,no_primary_family
post-baggy,5,,0.0,,no_primary_family
post-romantic era,5,,0.0,,no_primary_family
praise,5,middle_eastern,0.45,fallback,untrusted_fallback
psychedelic rock music,5,rock,0.45,fallback,untrusted_fallback
pt,5,,0.0,,no_primary_family
punk-rock,5,rock,0.45,fallback,untrusted_fallback
punkrock,5,rock,0.45,fallback,untrusted_fallback
punto guajiro,5,,0.0,,no_primary_family
ralph records,5,,0.0,,no_primary_family
rap nacional,5,hip_hop,0.45,fallback,untrusted_fallback
religious propaganda,5,,0.0,,no_primary_family
rock independant francais,5,rock,0.45,fallback,untrusted_fallback
rock urbano mexicano,5,rock,0.45,fallback,untrusted_fallback
rodrigo interpreta a rodrigo,5,,0.0,,no_primary_family
rubby perez,5,,0.0,,no_primary_family
san francisco,5,,0.0,,no_primary_family
sardinia,5,,0.0,,no_primary_family
saturday night live,5,,0.0,,no_primary_family
serbian,5,,0.0,,no_primary_family
shabad,5,,0.0,,no_primary_family
simon and,5,,0.0,,no_primary_family
ska mexicano,5,,0.0,,no_primary_family
slowed and reverb,5,,0.0,,no_primary_family
smooth saxophone,5,,0.0,,no_primary_family
south africa,5,,0.0,,no_primary_family
spiritual,5,,0.0,,no_primary_family
stell,5,,0.0,,no_primary_family
stelljun,5,,0.0,,no_primary_family
super,5,,0.0,,no_primary_family
surreal humour,5,,0.0,,no_primary_family
the voice,5,,0.0,,no_primary_family
tidy,5,,0.0,,no_primary_family
top 50,5,,0.0,,no_primary_family
tour d amour,5,,0.0,,no_primary_family
township bubblegum,5,,0.0,,no_primary_family
trap ecuatoriano,5,hip_hop,0.45,fallback,untrusted_fallback
trio,5,,0.0,,no_primary_family
turkce remix,5,,0.0,,no_primary_family
viking folk,5,country_folk,0.45,fallback,untrusted_fallback
vocal music,5,,0.0,,no_primary_family
waltz,5,,0.0,,no_primary_family
west african,5,,0.0,,no_primary_family
wips,5,,0.0,,no_primary_family
wu fam,5,,0.0,,no_primary_family
wuthering heights,5,,0.0,,no_primary_family
yodeling,5,,0.0,,no_primary_family
zoblazo,5,,0.0,,no_primary_family
القيصر,5,,0.0,,no_primary_family
